date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,h2s,hcnm,hct,no,no2,nox,o3,pm10,pm2.5,so2,casos_total,poblacio_total,incidencia_1000
2015-04-16,1.7,154.9,77.6,1011.4,159.2,16.4,18.2,15.2,3.2,1.25,NA,NA,24.96,48.43,85.65,NA,NA,NA,NA,85,49804,1.7066902256846839
2015-04-17,1.5,158.9,68.6,1012.6,259.6,17,20.4,13.9,0,1,NA,NA,16.48,45.74,69.78,NA,NA,NA,NA,58,43054,1.3471454452547962
2015-04-18,1.6,203.8,68.8,1010,263.2,17.3,20.6,14.5,0,1.02,NA,NA,18.57,44.22,71.52,NA,NA,NA,NA,37,28158,1.3140137793877407
2015-04-19,2.2,165.1,76.4,1010.2,184.6,15.7,18.4,14,3.7,1.01,NA,NA,4.3,24.39,29.17,NA,NA,NA,NA,16,15428,1.0370754472387864
2015-04-20,2,194.7,71.8,1017.3,257.9,15.6,17.6,13.9,0,1.14,NA,NA,22.7,42.57,76.52,NA,NA,NA,NA,91,52013,1.749562609347663
2015-04-21,1.4,158.9,62.1,1019.6,300.9,17.9,21.8,13.9,0,1.73,NA,NA,21.87,42,74.65,NA,NA,NA,NA,74,49074,1.507926804417818
2015-04-22,1.2,133.2,60.8,1017.5,157.1,16.9,19.6,15.4,0,1.02,NA,NA,28.78,58.48,102.04,NA,NA,NA,NA,71,45919,1.5462009190095602
2015-04-23,1.7,186,63,1013.4,297.7,17.1,19.1,14.5,0,1.04,NA,NA,22.78,49.78,84,NA,NA,NA,NA,74,44053,1.6797947926361427
2015-04-24,2.2,240.3,65.5,1011.1,259,18.1,22.2,14.8,0,1.45,NA,NA,21.25,41.55,73,NA,NA,NA,NA,73,37352,1.9543799528807022
2015-04-25,2,236.6,80.5,1008.9,114.3,17.5,19.1,16.2,0,1,NA,NA,8.09,38.04,50,NA,NA,NA,NA,19,16309,1.1650009197375681
2015-04-26,1.7,177.3,85.3,1002.9,135.2,17.1,19,15.6,2.9,1.04,NA,NA,6.43,28.22,37.04,NA,NA,NA,NA,21,18474,1.1367327054238388
2015-04-27,2.8,254.8,60.6,1000.5,214.1,17.7,22.1,14.2,0.1,1.2,NA,NA,3.65,19.3,23.87,NA,NA,NA,NA,82,49014,1.6729913902150406
2015-04-28,2.3,193,55.1,1012.1,310.9,16.4,19.1,13.5,0,1.3,NA,NA,7.96,32.04,43.17,NA,NA,NA,NA,104,64056,1.6235793680529536
2015-04-29,2,197.6,69.8,1014.1,222.4,16.7,20,14.2,0,1.35,NA,NA,19.48,40.17,69.39,NA,NA,NA,NA,76,47121,1.612868996837928
2015-04-30,2.4,197.6,72,1015,278.3,17.4,20.9,14.9,0,1.01,NA,NA,9.52,30.7,44.09,NA,NA,NA,NA,73,43235,1.6884468601827223
2015-05-01,2.5,212.5,74.6,1009.3,225,18.4,22.9,15,0,1.01,NA,NA,4.04,27.78,33,NA,NA,NA,NA,13,7205,1.8043025676613464
2015-05-02,2.1,167.6,61.6,1008.8,279.6,21.1,25.4,17.2,0,1.01,NA,NA,11.09,32.91,48.39,NA,NA,NA,NA,17,13488,1.2603795966785292
2015-05-03,2.1,214.8,62.3,1005.6,288.9,22.4,28.6,17.7,0,1.03,NA,NA,7.48,31.91,41.48,NA,NA,NA,NA,20,17058,1.172470395122523
2015-05-04,2,97.1,82.4,1004.8,175.4,18.1,20.3,15.7,0,1.39,NA,NA,22.26,69.65,103.22,NA,NA,NA,NA,105,60507,1.7353364073578263
2015-05-05,1.8,181.5,75.1,1006.1,191.7,19.1,25.6,17.7,0,1.17,NA,NA,17.26,53,78.91,NA,NA,NA,NA,74,48655,1.520912547528517
2015-05-06,1.6,173.5,60.1,1012.4,316.9,20.1,23.5,17.2,0,1.21,NA,NA,22.91,40.3,74,NA,NA,NA,NA,79,47625,1.6587926509186353
2015-05-07,2.1,201,56.6,1014.8,310.7,19.1,22,16.5,0,1.01,NA,NA,19.7,40.3,68.65,NA,NA,NA,NA,80,56083,1.4264572151989017
2015-05-08,2.5,203.1,65.5,1012.6,309.6,20.3,25.8,16.6,0,1.21,NA,NA,16.85,38.3,63.45,NA,NA,NA,NA,50,28588,1.748985588358752
2015-05-09,2.5,220.2,59.4,1018.8,322.4,21.5,24.9,18.4,0,1,NA,NA,11.13,35.61,51.48,NA,NA,NA,NA,25,20765,1.2039489525644114
2015-05-10,2,173.8,62.4,1019.5,308.3,21.6,26.2,18.3,0,1,NA,NA,5.87,26.91,35.13,NA,NA,NA,NA,3,2119,1.415762151958471
2015-05-11,2,246.6,52.3,1018.3,317.2,22,27.4,17,0,1.11,NA,NA,16.13,38.04,61.78,NA,NA,NA,NA,108,64154,1.68344920036163
2015-05-12,1.7,191,58.6,1018.8,326.5,21.3,25.1,17.8,0,2.38,NA,NA,20.48,55.52,86.3,NA,NA,NA,NA,75,41664,1.8001152073732718
2015-05-13,2.7,252.4,61.2,1016.2,281.7,22.2,27.4,17.8,0,1.7,NA,NA,17.48,44.04,70,NA,NA,NA,NA,69,44828,1.5392165610778978
2015-05-14,2.1,169.1,72.5,1007.7,239.1,21.7,27.7,19.6,0,1.02,NA,NA,14.22,55.48,75.57,NA,NA,NA,NA,77,54090,1.4235533370308744
2015-05-15,3.2,222.6,48.3,1010.2,300.5,18.8,26.4,15.1,0,1.25,NA,NA,5.35,22.96,30.13,NA,NA,NA,NA,62,34942,1.774368954267071
2015-05-16,2.8,247.3,36.9,1016.7,326.9,20.2,24.3,16.1,0,1.3,NA,NA,4.17,18.26,23.09,NA,NA,NA,NA,23,19215,1.1969815248503772
2015-05-17,1.4,171.5,54.9,1016.6,334.7,19.9,22.9,17.1,0,1,NA,NA,4.26,24.91,30.52,NA,NA,NA,NA,17,15764,1.0784064958132453
2015-05-18,2.7,234.3,48,1009.8,338.2,21.2,24.5,16.6,0,1.37,NA,NA,14.26,30.96,51.57,NA,NA,NA,NA,103,55353,1.860784419995303
2015-05-19,1.7,160.1,72.9,1007.9,92.1,18,20.1,14,22.5,1,NA,NA,21.65,54.52,85.87,NA,NA,NA,NA,87,48276,1.8021377081779766
2015-05-20,2.4,191.6,79.3,1013.5,173.1,14.6,16.7,12.6,18.8,1,NA,NA,7.78,25.48,36.7,NA,NA,NA,NA,75,46628,1.6084755940636528
2015-05-21,2.6,198.3,63.5,1017.6,325.2,17,20.2,13.2,0,1.23,NA,NA,7.22,30.26,40.43,NA,NA,NA,NA,96,46991,2.0429443936072866
2015-05-22,2.6,219.4,55.5,1016.4,347.4,18,20.6,15,0.7,1.03,NA,NA,8.13,29.7,41.48,NA,NA,NA,NA,54,34461,1.5669887699138156
2015-05-23,2.2,192.4,50.6,1012.2,330.3,18.8,21.7,15.1,0,1.17,NA,NA,7.74,32.74,43.96,NA,NA,NA,NA,27,21920,1.2317518248175183
2015-05-24,1.6,195.7,50.3,1012.3,316.4,19.7,22.5,16.9,0,1.22,NA,NA,4.39,25.26,31.09,NA,NA,NA,NA,9,7611,1.1824990145841545
2015-05-25,1.9,186.6,55.6,1011.3,300.8,20.5,25.2,17.3,0,1.89,NA,NA,12.52,38.04,56.78,NA,NA,NA,NA,68,42351,1.6056291468914545
2015-05-26,2.5,154.2,60.9,1011.4,328,19.8,21.4,18.3,0,1.07,NA,NA,8.52,25.17,35.96,NA,NA,NA,NA,73,43466,1.6794736115584596
2015-05-27,2.4,191,67,1014.6,327.4,18.8,20.4,17.5,0,1,NA,NA,7.75,30.95,42.3,NA,NA,NA,NA,69,41185,1.675367245356319
2015-05-28,2.6,242.3,63.4,1014.2,344.5,20.3,24,16.8,0,1.2,NA,NA,7.96,29.09,40.61,NA,NA,NA,NA,93,49804,1.8673198939844189
2015-05-29,2.2,241.2,59.9,1011.1,330.5,20.8,23.9,17.4,0,1.4,NA,NA,14.48,45.22,66.87,NA,NA,NA,NA,74,43729,1.6922408470351482
2015-05-30,1.9,175.4,65.6,1013.2,334.9,20,22.3,17.8,0,1,NA,NA,10.35,38.3,53.35,NA,NA,NA,NA,15,12289,1.220603792009114
2015-05-31,1.9,173.8,70.8,1013.7,339.9,20.4,23,17.9,0,1.1,NA,NA,5.35,32.35,39.83,NA,NA,NA,NA,15,12582,1.1921793037672865
2015-06-01,2.1,224.7,51.3,1014.2,330.9,22.8,26.6,19.6,0,2.3,NA,NA,9.87,39.22,53.3,NA,NA,NA,NA,91,47168,1.9292740841248304
2015-06-02,2.4,238.1,60.2,1015.9,341.3,22.5,25.6,19.4,0,3.1,NA,NA,13.43,39.04,58.22,NA,NA,NA,NA,81,54356,1.4901758775480167
2015-06-03,1.7,231,49.7,1017.5,328,24.1,27.3,19.9,0,2.11,NA,NA,17.13,61.48,86.65,NA,NA,NA,NA,74,45483,1.6269815095750062
2015-06-04,1.7,202.8,45.5,1016.9,347.9,24.7,29.2,21.1,0,1.83,NA,NA,19.65,55.57,84.7,NA,NA,NA,NA,71,41825,1.697549312612074
2015-06-05,2,226.4,35,1015.5,353.9,25.9,29.7,20.9,0,6.51,NA,NA,15.7,44,67,NA,NA,NA,NA,69,38739,1.7811507782854488
2015-06-06,1.8,186.2,51.4,1016.8,353.1,24,26,22.2,0,14.8,NA,NA,11.09,49.22,65.7,NA,NA,NA,NA,14,13960,1.002865329512894
2015-06-07,1.6,176,46.3,1016.4,344.5,25.8,29.1,21.6,0,1.12,NA,NA,4.57,35.22,41.13,NA,NA,NA,NA,16,13275,1.2052730696798493
2015-06-08,1.7,188.7,44.6,1012.7,274.5,26.3,28.9,23.3,0,2.98,NA,NA,11.35,46,62.05,NA,NA,NA,NA,92,50941,1.806010875326358
2015-06-09,1.6,144.8,54.5,1010.8,189.5,24.5,26.6,23,0,1.41,NA,NA,9.6,52.8,66.3,NA,NA,NA,NA,63,48053,1.311052379664121
2015-06-10,2.4,98.1,64.6,1010.9,301.4,23.7,25.6,22,0,1.6,NA,NA,8.78,50.91,63.78,NA,NA,NA,NA,41,30634,1.3383821897238362
2015-06-11,3.4,85.4,68.7,1007.9,255.5,23.4,27.4,21.5,1.6,2.85,NA,NA,14.09,52.22,73.09,NA,NA,NA,NA,62,39069,1.5869359338606057
2015-06-12,2.3,165.9,63.2,1005.7,282.7,23.4,26.6,20.7,0,1.02,NA,NA,14.91,44.52,66,NA,NA,NA,NA,86,50568,1.7006802721088434
2015-06-13,2.4,106.7,77.8,1006.8,259.9,21.7,23.2,19.9,0,1.3,NA,NA,7.83,37.39,48.7,NA,NA,NA,NA,11,10325,1.0653753026634383
2015-06-14,2.4,204.7,59.2,1006.5,322.8,23.3,26.1,20.2,0,1.02,NA,NA,5.39,25.78,31.57,NA,NA,NA,NA,6,5206,1.1525163273146368
2015-06-15,2.1,103.7,66.5,1011.4,287,22,24.1,20.4,0.3,1.06,NA,NA,17.22,61.43,87.13,NA,NA,NA,NA,82,47803,1.71537351212267
2015-06-16,1.9,192.7,57.8,1014,240.1,21.6,24.4,18.3,1.6,1.03,NA,NA,7.96,43.22,54.04,NA,NA,NA,NA,53,36063,1.4696503341374816
2015-06-17,2.2,218.3,59.2,1015.3,348,22.2,25,18.9,0,1,NA,NA,6.96,38.04,47.96,NA,NA,NA,NA,67,42009,1.594896331738437
2015-06-18,2.3,209.9,59.2,1014.4,347.2,23.5,26.5,20.4,0,1.2,NA,NA,11.22,47.39,63.87,NA,NA,NA,NA,64,39132,1.6354901359501175
2015-06-19,1.9,141,67.3,1012.5,334.4,23.2,25,20.9,0,1.39,NA,NA,13.43,49.7,69.52,NA,NA,NA,NA,30,22654,1.3242694446896794
2015-06-20,2,224.5,63.3,1013.7,348.5,24.1,26.8,21.4,0,2.15,NA,NA,11.65,40.74,58,NA,NA,NA,NA,30,19672,1.525010166734445
2015-06-21,2.1,185.9,66,1014.3,344.5,23.9,26.6,21.2,0,4.14,NA,NA,4.39,31.3,36.87,NA,NA,NA,NA,10,9692,1.031778786628147
2015-06-22,3,247.9,60.1,1011,334,24.8,28.2,21.5,0,3.85,NA,NA,11.3,34,50.05,NA,NA,NA,NA,64,39101,1.6367867829467277
2015-06-23,2.3,198.2,53.9,1008.6,286.7,25.1,26.5,23.7,0,5.43,NA,NA,10.3,33.61,48.7,NA,NA,NA,NA,69,37385,1.8456600240738263
2015-06-24,2.2,156,60.6,1014,339.2,23.3,24.9,22.3,0,1.03,NA,NA,5.17,20.74,27.17,NA,NA,NA,NA,13,10636,1.2222640090259496
2015-06-25,1.9,147.1,64.1,1017.1,343.4,23.4,25,21.5,0,2.38,NA,NA,15.17,41.91,64.57,NA,NA,NA,NA,59,41208,1.4317608231411378
2015-06-26,2.1,233.2,65.3,1015.8,345.6,25.5,29.1,22.3,0,3.13,NA,NA,11,45.87,61.65,NA,NA,NA,NA,47,33304,1.4112418928657218
2015-06-27,2.2,177.6,70.3,1014.5,331.6,25.5,29.9,22.9,0,2.3,NA,NA,7.57,37,48,NA,NA,NA,NA,21,18067,1.162340178225494
2015-06-28,1.8,152.7,63.6,1014.4,342.9,25.7,27.7,23.7,0,2.28,NA,NA,4.83,29.83,35.35,NA,NA,NA,NA,17,16220,1.0480887792848335
2015-06-29,2,205.6,45.4,1015.3,345.5,28.3,32.9,24.4,0,1.89,NA,NA,9.48,40.61,54.3,NA,NA,NA,NA,86,52035,1.6527337369078505
2015-06-30,1.9,242.4,44.9,1013,333.9,28.6,32.1,25.4,0,5.49,NA,NA,13.39,44.7,64.43,NA,NA,NA,NA,42,26619,1.577820353882565
2015-07-01,2.3,94.8,65.6,1013.5,329.1,26.3,28,24.8,0,10.11,NA,NA,11.39,49.57,66.57,NA,NA,NA,NA,55,31357,1.7539943234365531
2015-07-02,2.9,81.6,58.3,1016.3,260.9,26.6,28.4,24.3,0,3.38,NA,NA,11.13,53.57,69.39,NA,NA,NA,NA,35,24032,1.4563914780292944
2015-07-03,1.9,94.7,49.3,1018.4,316.9,27.4,29,25.8,0,4.48,NA,NA,13.91,57.61,78.13,NA,NA,NA,NA,27,14946,1.8065034122842232
2015-07-04,1.5,180.2,45.8,1016.8,322.6,29.1,32.7,26,0,1.62,NA,NA,8.26,43.39,54.78,NA,NA,NA,NA,6,3547,1.691570341133352
2015-07-05,2.1,252,38.6,1013.9,329.6,30.5,34.8,26.4,0,2.67,NA,NA,2.87,27.91,30.96,NA,NA,NA,NA,10,5008,1.996805111821086
2015-07-06,2.1,222.7,40.1,1013.8,327.8,30.3,34.2,25.8,0,2.47,NA,NA,7.77,38.14,49,NA,NA,NA,NA,47,28169,1.668500834250417
2015-07-07,2.3,231.1,47.5,1010.5,321.6,29.9,33.3,27,0,4.77,NA,NA,10.61,38.91,53.39,NA,NA,NA,NA,35,24551,1.425603845057228
2015-07-08,2.3,162.2,70.5,1011,268.9,26.2,27.7,24.8,0,2.01,NA,NA,14.26,36.61,57.61,NA,NA,NA,NA,42,31389,1.3380483608907578
2015-07-09,2.5,229.9,57.6,1012.3,334.8,26.4,29.4,24.4,0,2.17,NA,NA,4.39,25.04,30.43,NA,NA,NA,NA,37,20135,1.8375962254780234
2015-07-10,2.6,203.1,62.9,1012.3,337.4,26.8,29.6,24.1,0,4.03,NA,NA,9.17,26.87,39.78,NA,NA,NA,NA,35,28478,1.229018891776108
2015-07-11,2.4,186.6,70.6,1015.1,292.1,25.8,27.3,24,0,2.59,NA,NA,6.65,23.52,32.22,NA,NA,NA,NA,8,7228,1.1068068622025455
2015-07-12,2,200.8,70.1,1014.3,314.4,26.9,29.4,24.7,0,1.86,NA,NA,4.78,26.43,31.43,NA,NA,NA,NA,7,6757,1.0359627053426077
2015-07-13,2.2,209,70.4,1014.1,322.9,27.3,30.1,25.1,0,2.05,NA,NA,9.3,40.13,53.52,NA,NA,NA,NA,40,25114,1.5927371187385524
2015-07-14,2.2,194.2,64.6,1013.6,319,27.6,29.7,25.5,0,2.14,NA,NA,7,33,42.48,NA,NA,NA,NA,45,27273,1.6499835001649985
2015-07-15,2,215.2,54.7,1012.4,278.8,28.5,31.9,25.7,0,2.3,NA,NA,9.83,36.3,50.52,NA,NA,NA,NA,45,30139,1.4930820531537212
2015-07-16,2,183.3,57.6,1011.7,304.1,27.9,31.6,25.8,0,2.41,NA,NA,11.87,42.13,59.52,NA,NA,NA,NA,38,21418,1.7742086095807266
2015-07-17,1.9,163.9,75.7,1013.4,309.8,27.1,29.7,25.3,0,1.93,NA,NA,10.7,42.17,57.09,NA,NA,NA,NA,36,22098,1.629106706489275
2015-07-18,2.1,164,66.1,1012.1,304.6,27.8,30.4,25.3,0,2.22,NA,NA,8.96,32.13,44.78,NA,NA,NA,NA,2,2878,0.6949270326615705
2015-07-19,2.5,145.2,65.1,1010.9,299,27.1,29.1,25.6,0,2.25,NA,NA,3.09,27.65,31.3,NA,NA,NA,NA,10,6837,1.4626298083954952
2015-07-20,2.1,185.9,74.6,1011,287.5,27.7,29.8,25.5,0,1.05,NA,NA,12.87,37.43,55.78,NA,NA,NA,NA,45,30648,1.4682850430696948
2015-07-21,2.1,219.4,63.7,1010.2,300.5,29.1,32.3,26.9,0,2.26,NA,NA,9.57,33.83,46.96,NA,NA,NA,NA,47,29758,1.5794072182270313
2015-07-22,2.5,173.3,60.2,1010.5,305.8,28.4,33.2,24.4,0,1.19,NA,NA,7.95,30.29,40.9,NA,NA,NA,NA,43,25021,1.7185564126134047
2015-07-23,2.6,237.7,64.7,1009.6,305.5,28.5,31,25.7,0,1.28,NA,NA,7.7,25.35,36.43,NA,NA,NA,NA,18,12049,1.4938999087061169
2015-07-24,2.7,220.2,70.4,1005.9,297.9,28.6,31.7,26.5,0.1,1,NA,NA,10.13,26.78,41.3,NA,NA,NA,NA,37,29058,1.2733154380893386
2015-07-25,2,155.8,68.2,1010.2,172.9,25.9,27.4,24.6,0.7,1.02,NA,NA,6.83,21.13,30.7,NA,NA,NA,NA,16,14252,1.122649452708392
2015-07-26,2.8,253,64,1009.5,263.8,27.1,29.9,24.4,0,1.2,NA,NA,4.22,14.26,19.57,NA,NA,NA,NA,10,10646,0.9393199323689649
2015-07-27,2.3,127.8,71.5,1008.8,82.9,25.4,26.5,24.5,0,1.01,NA,NA,17.87,34.17,60.87,NA,NA,NA,NA,57,38592,1.4769900497512438
2015-07-28,1.8,204,75.1,1009.5,52.9,25.4,26.8,24,0.1,1.21,NA,NA,8.43,25.87,38.22,NA,NA,NA,NA,32,23749,1.3474251547433576
2015-07-29,2.5,160.1,75.1,1007.5,253.5,27.5,30.9,24.7,0,1,NA,NA,8.48,24.22,35.87,NA,NA,NA,NA,35,26063,1.342899896404865
2015-07-30,2.5,135.8,69,1008.6,165.2,24.6,25.7,23.6,0,1.1,NA,NA,8.83,26.57,39.57,NA,NA,NA,NA,38,26893,1.4130071022199084
2015-07-31,2.2,121.7,64.1,1007.7,237.3,24.1,25.5,22.2,4.1,1.83,NA,NA,13.35,43.13,62.83,NA,NA,NA,NA,33,24938,1.3232817387120057
2015-08-01,2.1,105.1,70.1,1010.6,242.9,22.8,25.5,19,11.7,1.41,NA,NA,6.78,22.57,31.96,NA,NA,NA,NA,12,10775,1.1136890951276102
2015-08-02,2.6,246.7,65.1,1012.5,324.5,25.5,28.4,22.1,0,1.46,NA,NA,6.26,20.04,28.26,NA,NA,NA,NA,9,9276,0.9702457956015524
2015-08-03,2.3,251.1,65.2,1011.8,302.9,27.7,30.8,24.2,0,1.04,NA,NA,13.09,33.3,52.22,NA,NA,NA,NA,40,24267,1.6483290064696914
2015-08-04,2.2,142.9,69.1,1011.5,285.2,26.7,29.8,24.6,0.7,1.6,NA,NA,15.65,41.39,64.17,NA,NA,NA,NA,49,34717,1.4114122764063715
2015-08-05,1.8,221.5,64.6,1010.4,304.6,27.5,30.6,24.5,0,1.15,NA,NA,13.14,35.43,54.67,NA,NA,NA,NA,24,15055,1.5941547658585187
2015-08-06,1.8,145.9,76.5,1010.8,299.5,26.5,28.1,25,0,2.02,NA,NA,17.17,46.17,71.96,NA,NA,NA,NA,51,31696,1.6090358404846037
2015-08-07,2.1,136.6,78.3,1010.4,277.5,27.2,30.1,25.2,0,1,NA,NA,17,46.91,72.22,NA,NA,NA,NA,33,23057,1.4312356334301948
2015-08-08,1.9,168.2,68.9,1013.7,151.6,26.5,30.3,22.8,1.8,1.1,NA,NA,12.17,35.83,53,NA,NA,NA,NA,12,11997,1.000250062515629
2015-08-09,2.3,209.1,56,1014.3,254.6,24.6,28,21.5,0.3,1.7,NA,NA,5.91,23.22,31.52,NA,NA,NA,NA,12,9705,1.2364760432766615
2015-08-10,2.1,134.2,68.1,1011.4,308.1,25,27,22.3,0,1.7,NA,NA,12.04,34.83,52.39,NA,NA,NA,NA,58,37113,1.5627947080537818
2015-08-11,2.1,229.2,63,1010.4,308.2,26.5,28.9,23.8,0,1.1,NA,NA,12.87,34.13,53.35,NA,NA,NA,NA,56,40477,1.3835017417298712
2015-08-12,1.9,211.8,76.5,1012.3,130.1,27,29.2,25.5,0,1,NA,NA,7.35,34.74,45,NA,NA,NA,NA,36,28286,1.2727144170260907
2015-08-13,2.3,203.1,73.1,1008.8,206.8,27.2,30,24.5,0.5,1.27,NA,NA,13.22,44.22,63.13,NA,NA,NA,NA,29,21475,1.350407450523865
2015-08-14,2.6,162.9,61.6,1009.3,249,24.9,27.6,21.8,0,1.54,NA,NA,10.13,29.74,44,NA,NA,NA,NA,24,17716,1.3547076089410701
2015-08-15,1.7,111.7,65.8,1009.6,154.7,21.9,24.9,19.2,3.2,1.23,NA,NA,6.17,30.61,39.26,NA,NA,NA,NA,16,15904,1.006036217303823
2015-08-16,1.7,191,58.8,1008.9,302.9,23.6,27,19.8,0,1.03,NA,NA,7.17,26.17,35.57,NA,NA,NA,NA,6,5187,1.156737998843262
2015-08-17,2.6,88.2,60.8,1008.9,176.1,23.8,25.5,22.4,0.1,1.02,NA,NA,12.48,37.65,55.7,NA,NA,NA,NA,59,39641,1.4883580131681844
2015-08-18,1.5,106.4,66.1,1010.9,112.9,21.2,23.3,17.7,13.8,1.16,NA,NA,10.04,40.78,55.13,NA,NA,NA,NA,53,30151,1.7578189778116813
2015-08-19,1.9,229.2,57.2,1014,299.3,24.1,26.9,20.4,0,1.25,NA,NA,13.81,35.24,55.14,NA,NA,NA,NA,30,26851,1.117276823954415
2015-08-20,1.9,223.5,69.2,1016.6,263.8,25.5,28,22.1,0,1.02,NA,NA,12.78,28.43,46.48,NA,NA,NA,NA,36,23272,1.5469233413544174
2015-08-21,2.1,242.9,71.2,1015.6,240.1,26.3,29.3,23.6,0,1,NA,NA,8.61,28.39,40.91,NA,NA,NA,NA,30,18957,1.582528881152081
2015-08-22,1.7,188.9,73.7,1010.5,211.5,25.9,28.2,24.4,0.3,1.07,NA,NA,9.13,31.43,44.39,NA,NA,NA,NA,6,3266,1.837109614206981
2015-08-23,2.2,214.3,65.9,1003.2,261.1,26.7,29.7,24.1,0,1.01,NA,NA,5.78,20.48,27.39,NA,NA,NA,NA,7,7115,0.9838369641602248
2015-08-24,3.2,213.5,45.4,1005.9,292.8,26.9,32.1,23.6,0,1.72,NA,NA,12.61,30.52,48.17,NA,NA,NA,NA,43,32591,1.3193826516522966
2015-08-25,2,177.5,57.8,1015,283.5,24.4,26.4,21.8,0,1.44,NA,NA,13.43,30.61,50.48,NA,NA,NA,NA,42,27094,1.550158706724736
2015-08-26,2.6,253.1,68.2,1012.6,272.8,25.6,28.3,22.8,0,1,NA,NA,15.61,25.91,48.65,NA,NA,NA,NA,49,36585,1.3393467268006014
2015-08-27,2.1,224.5,69.5,1011.5,269,26.4,28.8,24.1,0,1.02,NA,NA,16.09,29.7,53.7,NA,NA,NA,NA,16,11478,1.3939710751001917
2015-08-28,1.9,166.5,74.4,1013.8,272.9,26.2,29,24.3,0,1.24,NA,NA,18.13,34.61,61.74,NA,NA,NA,NA,13,10056,1.2927605409705647
2015-08-29,1.9,85.8,74.8,1015.5,281.2,25.6,28.2,23.5,0,1.01,NA,NA,13.26,30.87,50.48,NA,NA,NA,NA,8,7231,1.1063476697552206
2015-08-30,2,87.7,72.2,1014.3,261.7,25.6,28.3,23,0,1.21,NA,NA,7.39,30.04,40.52,NA,NA,NA,NA,6,3934,1.525165226232842
2015-08-31,1.9,160.8,69.1,1010.5,218.4,26.7,29.5,24.2,0.3,1.7,NA,NA,18.35,39.17,65.78,NA,NA,NA,NA,60,38240,1.5690376569037656
2015-09-01,2,204.3,63.4,1011.4,256.6,25.7,28.4,23.6,0,1.3,NA,NA,15.78,34.17,57.52,NA,NA,NA,NA,43,29495,1.4578742159688083
2015-09-02,1.9,191.1,71,1011.3,145.6,23.5,24.5,21.2,4.8,1.19,NA,NA,13.5,36.7,56.5,NA,NA,NA,NA,36,27342,1.3166556945358787
2015-09-03,3.3,85.3,66.2,1009.8,178.1,22.5,23.9,21.3,0.2,1.2,NA,NA,9.04,33.22,46.3,NA,NA,NA,NA,41,30661,1.3372036137112293
2015-09-04,1.8,133.2,67.6,1011.2,75.7,20.9,22.9,18.9,3.9,1.25,NA,NA,16,49.35,73.26,NA,NA,NA,NA,33,25589,1.2896166321466256
2015-09-05,2.2,219.1,61.4,1014.7,264.6,21.2,23.8,17.7,0,1.69,NA,NA,8.26,28.22,40.13,NA,NA,NA,NA,8,6838,1.16993272886809
2015-09-06,1.9,168.1,61,1016.9,211.4,21.8,23.8,19.6,0,1.8,NA,NA,7.26,24.61,34.39,NA,NA,NA,NA,1,950,1.0526315789473684
2015-09-07,2,95.3,65.2,1016.2,227.2,21.6,23.5,19.9,0,1.6,NA,NA,20.22,33.39,62.87,NA,NA,NA,NA,57,29164,1.9544644081744615
2015-09-08,1.6,118.6,58.7,1013.6,239.2,21.5,23.7,19.9,0,1.01,NA,NA,22.26,43.65,76.61,NA,NA,NA,NA,57,34858,1.6352056916633197
2015-09-09,1.5,156.2,58.5,1011.5,250.6,22.2,24.5,18.9,0,1.2,NA,NA,22.95,48.36,82.82,NA,NA,NA,NA,43,27787,1.5474862345701228
2015-09-10,1.4,156.7,78,1011.3,67,20.6,23,17.8,32.6,1.9,NA,NA,30.35,60.17,105.52,NA,NA,NA,NA,31,20384,1.5208006279434851
2015-09-11,1.2,93.9,75.8,1012,136.1,21.8,24,19.4,0.2,1,NA,NA,17.13,35.96,61.09,NA,NA,NA,NA,16,13570,1.1790714812085483
2015-09-12,1.6,104,79,1010.4,209,24.1,26.6,22.4,0.8,1,NA,NA,17.48,35.65,61.87,NA,NA,NA,NA,10,7261,1.3772207684891888
2015-09-13,1.9,225.6,72.2,1004.6,198.2,24,27.1,21.1,0,1.01,NA,NA,7.83,22.91,33.87,NA,NA,NA,NA,8,7276,1.0995052226498077
2015-09-14,2.7,228.3,50.4,1007,160.2,23.4,26.9,20.4,0,1.64,NA,NA,22.87,36.22,70.26,NA,NA,NA,NA,85,46167,1.841141941213421
2015-09-15,1.8,147.2,70,1005.1,178.5,22.6,24.8,19.4,0,1.09,NA,NA,25.39,43.26,81,NA,NA,NA,NA,56,31690,1.7671189649731776
2015-09-16,2.6,235.3,69.5,999.4,215.2,24.9,28,22.5,0,1.11,NA,NA,38.05,42.86,100.33,NA,NA,NA,NA,45,30843,1.4590020426028596
2015-09-17,3.3,228.1,50.4,1004.9,249.2,24,28.2,21,0,1.67,NA,NA,7.65,28.74,39.57,NA,NA,NA,NA,81,50637,1.5996208306179276
2015-09-18,2.2,186.7,56.8,1015.5,229.6,21.1,23.6,18.3,0,1.72,NA,NA,17.04,38.96,64.43,NA,NA,NA,NA,55,30467,1.8052318902419011
2015-09-19,2,180.6,65.6,1018.3,241.6,21.3,23.6,18.2,0,1.2,NA,NA,16.48,26.83,51.13,NA,NA,NA,NA,22,15254,1.442244657139111
2015-09-20,2,111,69,1016.3,242.8,21.3,22.8,19.9,0,1,NA,NA,6.78,30.35,39.13,NA,NA,NA,NA,12,9149,1.3116187561482129
