date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3,pm10,so2
2018-11-09,2.19583333333333,307.958333333333,80.0416666666667,982.720833333333,62.0416666666667,12.4166666666667,14.4,10.5,19.7,31,12783,2.42509583039975,25.71,41.58,80.88,15.17,17.79,2.72
2018-11-10,1.96875,287.979166666667,67.2083333333333,982.847916666667,126.791666666667,13.8479166666667,18.4,9,0,16,8340,1.91846522781775,13.67,31.21,51.92,18.5,22.17,20.77
2018-11-11,1.4,255.583333333333,73.3958333333333,984.8,124.666666666667,16.2104166666667,22.8,13.1,0,15,7634,1.96489389572963,10.5,28.58,44.54,16.25,28.29,25.35
2018-11-12,1.17708333333333,173.416666666667,88.7291666666667,988.752083333333,80.3541666666667,15.33125,19.3,11.4,0,42,18927,2.21905214772547,26.58,39.65,81.62,13.42,32.62,9.02
2018-11-13,1.18125,124.125,83.8541666666667,994.429166666667,105.5,16.26875,20.7,13.2,0,48,20711,2.31760900004828,30.59,40.12,86.84,11.92,38.79,15.1
2018-11-14,0.822916666666667,121.4375,87.0416666666667,993.952083333333,64.5625,15.7583333333333,18.1,14.3,2.7,51,22622,2.2544425780214,33.55,44.43,95.62,9.7,41.29,6.85
2018-11-15,0.672916666666666,146,98.3541666666667,990.527083333333,29.9166666666667,13.7833333333333,14.8,12.8,86.8,30,15120,1.98412698412698,20.36,46.33,77.28,13.79,16.83,3.41
2018-11-16,0.483333333333333,163.354166666667,95.125,990.875,47.9375,13.4541666666667,16.9,11.7,2.8,38,13121,2.89612072250591,28.66,41.93,85.63,7.79,23.71,6.15
2018-11-17,0.360416666666667,96.7291666666667,90.4375,987.014583333334,30.4791666666667,12.1583333333333,14,10.3,0.8,15,5496,2.7292576419214,9.17,34.71,48.48,23.58,23,17.21
2018-11-18,0.8875,82.6875,93.0208333333333,981.572916666667,41.625,10.3520833333333,12.4,9.4,8.4,18,7918,2.2733013387219,2.58,20.35,23.73,49.67,9.75,15.46
2018-11-19,0.752083333333333,132.395833333333,87.4375,972.841666666667,63.6458333333333,10.5104166666667,13.9,8.8,1.8,46,21384,2.15114104002993,9.23,32.69,46.38,32.75,21.79,11.25
2018-11-20,0.841666666666667,206.020833333333,93.6041666666667,971.385416666667,49.8333333333333,9.98333333333333,13.1,8,10.3,46,14514,3.16935372743558,32.65,44.33,94.04,5.58,26.05,5.21
2018-11-21,2.025,290.354166666667,71.6666666666667,980.51875,115.0625,11.8104166666667,16.4,8.7,0,36,15657,2.29929105192566,44.67,43.48,111.54,7.62,26.75,8.69
2018-11-22,1.04166666666667,269.854166666667,70.6458333333333,986.1,80,12.0708333333333,16.7,9.3,0,40,17351,2.30534263154861,70.19,47.67,155.02,1.33,40,13.62
2018-11-23,1.0375,274.125,86.9166666666667,983.410416666667,20.7708333333333,9.86875,11,8.4,6.2,36,14561,2.4723576677426,49.1,42.58,117.4,3.38,24.88,11.94
2018-11-24,1.49166666666667,289.583333333333,72.8125,984.50625,117.5,9.26666666666667,13.9,5.9,0,34,17669,1.92427415247043,12.33,28.88,47.58,11.88,18.25,6.04
2018-11-25,1.81875,294.125,69.3333333333333,978.070833333333,69.3958333333333,9.9,13.5,7.4,0,24,10247,2.3421489216356,17.4,33.58,60.12,8.21,25.08,14.71
2018-11-26,2.08125,296.395833333333,76.4583333333333,977.36875,68.7291666666667,9.15625,12.7,7.2,3.2,57,26449,2.15509092971379,20.12,27.88,58.54,16.21,16.33,8.06
2018-11-27,1.95833333333333,279.958333333333,60,987.835416666666,114.1875,10.3854166666667,14.2,7.5,0,26,10269,2.53189210244425,20.17,36.7,67.15,16.91,19.5,7.67
2018-11-28,1.17291666666667,282.333333333333,64.1041666666667,991.227083333333,101.291666666667,10.0854166666667,16,5.9,0,34,15533,2.18888817356596,50.06,45.4,121.77,3.38,35.38,11.31
2018-11-29,0.958333333333333,271.25,83.4375,989.397916666666,76.375,9.96458333333333,14.6,6.3,0,31,13264,2.33715319662244,76.02,49.08,165.12,1.21,45.12,15.54
2018-11-30,1.59166666666667,281.708333333333,80.1458333333333,986.072916666667,77.5208333333333,10.3229166666667,13.3,8.3,1,38,13112,2.89810860280659,54.69,42.21,125.79,3.67,30.25,17.12
2018-12-01,1.40833333333333,285.875,73.25,990.033333333333,87.3125,9.34583333333333,14.2,6.4,0,21,10760,1.95167286245353,19.83,34.83,64.98,7.5,21.83,22.29
2018-12-02,1.23333333333333,289.125,71.0625,989.797916666667,99.5416666666667,11.5979166666667,16.6,7.8,0,16,8622,1.85571793087451,16.04,28.4,52.81,11.17,22.25,22
2018-12-03,1.475,277.291666666667,72.25,989.766666666667,74.4583333333333,12.4833333333333,15.7,8.4,0,70,22871,3.0606444842814,27.6,38.71,80.83,4.92,26.48,26.19
2018-12-04,1.14375,227.229166666667,79.2916666666667,992.885416666667,99.4791666666667,13.1729166666667,18.7,10.2,0,74,24396,3.03328414494179,62.38,41.23,136.48,2.58,29.88,30.31
2018-12-05,0.945833333333333,227.479166666667,83.2708333333333,993.175,98.1041666666667,13.3145833333333,19.1,9.1,0,81,25204,3.213775591176,70.67,44.08,152.08,3.42,33.17,26.85
2018-12-06,1.30625,283.5625,79.6458333333333,995.26875,101.645833333333,10.8166666666667,14.5,8.1,0,9,5011,1.79604869287567,24.44,27.54,64.75,5.17,16.71,24.45
2018-12-07,1.39583333333333,310.520833333333,78.7708333333333,993.827083333333,102.729166666667,8.925,11.4,6,0,35,12432,2.81531531531532,27.15,28.42,69.75,7,16.88,23.06
2018-12-08,1.65416666666667,297.083333333333,72.3125,995.152083333333,88.4375,10.175,12.8,8.1,0,35,15368,2.27745965642894,14.21,29.54,51.06,8.67,19.62,17.23
2018-12-09,1.8,228.416666666667,62.3125,993.672916666666,96.2708333333333,11.8666666666667,17.2,6.5,0,28,10849,2.58088303069407,18.21,34,61.69,11.96,24.08,20.96
2018-12-10,1.03125,252.375,76.75,997.18125,76.1458333333333,9.01458333333333,13.2,5.9,0,67,22707,2.95063196371163,43.31,47.52,113.58,7,34.92,22.98
2018-12-11,1.0375,238.375,83.9166666666667,991.352083333334,90.6458333333333,8.44375,13.7,4.7,0,75,25155,2.98151460942159,56.69,46.54,133.02,3.54,39.33,13.98
2018-12-12,0.672916666666667,234.541666666667,84.2083333333333,987.770833333333,61.3541666666667,9.71041666666667,13.4,6.4,0,60,21371,2.80754293201067,55.76,48.3,133.46,3.61,40.29,16.98
2018-12-13,0.654166666666667,231.208333333333,90.5833333333333,976.970833333333,16.6041666666667,8.9875,10.2,7.5,2.8,56,25618,2.1859629947693,91.26,48.86,188.19,1,36.75,18.93
2018-12-14,1.20208333333333,253.020833333333,82.5625,984.058333333334,59.625,9.24791666666667,13.6,7.8,1,56,20758,2.69775508237788,39.36,42.89,102.97,3.88,22.76,6.48
2018-12-15,1.29166666666667,281.020833333333,74.9791666666667,989.925,80.8125,9.52291666666667,13.6,6.2,0,30,15311,1.95937561230488,18.81,34.19,63.04,8.46,24.42,6.96
2018-12-16,1.86041666666667,230.854166666667,73.2083333333333,986.383333333334,31.375,11.6583333333333,13.2,9.2,0,46,18492,2.48756218905473,21.5,33.79,66.6,6,22.25,6.58
2018-12-17,2.08541666666667,306.833333333333,62.4166666666667,995.302083333333,84.5625,9.32291666666667,13.4,5.6,0,91,31749,2.86623200730732,16.62,33.62,58.62,26.12,19.12,8.63
2018-12-18,1.55416666666667,250.416666666667,77.6666666666667,993.3,61.0416666666667,9.25833333333333,13.1,4.8,0,66,20982,3.14555333142694,67.87,52.6,156.26,3.04,38.17,26.55
2018-12-19,2.23958333333333,296.229166666667,63.9791666666667,988.85625,95.9791666666667,11.6145833333333,15.2,8.5,0,49,22538,2.17410595438814,44.9,37.83,106.42,20.75,25.12,30.17
2018-12-20,1.09583333333333,278.333333333333,67.4791666666667,994.414583333333,91.4166666666667,9.58125,14.5,5.9,0,55,20193,2.72371613925618,50.31,48.77,125.58,5.25,33.58,25.47
2018-12-21,1.82291666666667,296.375,69.9166666666667,998.110416666667,89.375,10.7479166666667,14.6,6.9,0,43,19444,2.21147911952273,51.71,43.65,122.69,5.08,32.08,33.02
2018-12-22,1.68541666666667,267.75,63.5625,998.325,94.875,13.3104166666667,19.5,10.4,0,39,17562,2.22070379227878,31.48,40.38,88.35,4.29,25.79,59.83
2018-12-23,1.03333333333333,263.041666666667,70.8125,998.297916666667,91.7291666666667,12.9354166666667,18.8,9,0,40,14370,2.78357689631176,25.08,34.38,72.5,2.5,24,52.38
2018-12-24,1.00833333333333,242,69.625,996.08125,98.8958333333333,13.1854166666667,19,9.3,0,38,14459,2.6281208935611,33.48,36,86.96,3.58,21.83,67.09
2018-12-25,0.94375,241,81.8333333333333,998.6375,64.25,10.6604166666667,14.5,8.4,0,35,17561,1.99305278742668,30.04,31.12,77,2.75,44.42,32.09
2018-12-26,0.425,205.333333333333,90.1458333333333,998.641666666667,46.4583333333333,9.70625,12.8,7.4,0,40,18595,2.15111589136865,43.96,34.44,101.67,2.17,24.12,29.32
2018-12-27,1.2375,282.291666666667,82.3541666666667,996.525,85.5,8.93333333333334,13.2,5.8,0,56,17513,3.19762462170959,35.76,31.61,86.3,3.41,23.46,30.16
2018-12-28,0.972916666666667,244.104166666667,85.3541666666667,997.03125,94.5208333333333,7.47916666666667,13.3,4.4,0,59,22627,2.60750430901136,39.12,31.06,90.73,1.96,23.62,32.11
2018-12-29,1.48541666666667,272.229166666667,75.7291666666667,998.239583333333,100.083333333333,6.79791666666667,12.4,3.1,0,39,15816,2.46585735963581,8.91,23.88,37.18,5.33,16.58,3.09
2018-12-30,1.26875,267.479166666667,55,997.839583333333,105.583333333333,9.23541666666667,15.4,4.3,0,32,14807,2.16114000135071,14.05,26.84,48.3,6.08,14.96,27.03
2018-12-31,1.29583333333333,251.270833333333,46.75,997.86875,101.854166666667,11.3145833333333,16.5,6.4,0,44,18387,2.39299505085114,24.25,40.92,77.75,2.71,23.29,9.5
2019-01-01,1.04583333333333,222.958333333333,64.6666666666667,998.260416666667,102.520833333333,10.1666666666667,15.8,6.7,0,35,17709,1.97639618273194,14,33.08,54.1,8.62,19.12,17.55
2019-01-02,1.65208333333333,296.479166666667,52.25,995.31875,106.729166666667,8.89791666666667,12,6.3,0,77,24417,3.1535405659991,17.15,37.92,63.98,6.17,15.17,28.79
2019-01-03,1.10625,228.583333333333,68.5833333333333,997.83125,102.166666666667,6.375,11.9,2,0,60,22997,2.60903596121233,39.65,42.81,103.46,2.92,25.58,17.53
2019-01-04,1.09375,240.75,74.1666666666667,999.452083333333,95.4375,5.55416666666667,11.7,1.9,0,60,26682,2.24870699347875,45.54,48.02,117.58,5.33,31.92,11.26
2019-01-05,1.35208333333333,239.645833333333,48.0208333333333,997.475,107.166666666667,9.26458333333333,13.2,4.1,0,32,14491,2.20826720033124,22.06,40.92,74.67,6.96,22.21,26.74
2019-01-06,2.55208333333333,298.875,33.125,995.4625,112.0625,11.6041666666667,15.6,7.7,0,25,12578,1.98759739227222,9.71,36.71,50.75,20.58,17.29,37.94
2019-01-07,1.49166666666667,294.395833333333,50.3125,997.508333333333,97.9583333333333,8.13958333333333,14,5.4,0,65,26122,2.48832401806906,26.58,47.48,87.92,9.33,25.7,20
2019-01-08,1.41875,281.645833333333,59.9791666666667,994.889583333333,106.125,6.81041666666667,11.8,3.6,0,59,25084,2.35209695423377,19.22,40.13,69.49,8.95,22.88,17.14
2019-01-09,2.32083333333333,255.541666666667,64.7291666666667,985.072916666667,110.958333333333,8.91041666666667,14.3,4.5,0,73,34416,2.12110646211065,21.74,47.16,80,10.17,21.12,18.14
2019-01-10,1.83958333333333,292.541666666667,43.875,986.727083333334,112.333333333333,5.64583333333333,10.1,2.1,0,63,26556,2.37234523271577,39.15,49.77,109.33,15.33,32.67,14.11
2019-01-11,1.44791666666667,277.395833333333,48.0416666666667,992.633333333333,111.916666666667,3.68333333333333,8,0.5,0,61,25642,2.37890960143515,42.45,54.57,119.48,11.08,32.46,19.86
2019-01-12,1.52291666666667,291.916666666667,59.0833333333333,995.31875,110.395833333333,5.90208333333333,11.3,2.6,0,24,12890,1.86190845616757,17.65,41.42,68.27,13.12,24.83,23.96
2019-01-13,1.4625,260.5,64.125,991.581250000001,97.7291666666667,8.6375,13.5,2.1,0,24,12659,1.89588435105459,9.29,36.27,50.08,12.79,18,17.3
2019-01-14,2.16458333333333,302.229166666667,66.6875,987.583333333333,64.8541666666667,10.0833333333333,14.1,7.1,0,82,30855,2.6575919624048,16.67,35.27,60.08,15.92,22.25,7.11
2019-01-15,1.27916666666667,232.375,75.75,990.316666666666,115.416666666667,8.9875,15.1,5.7,0,71,29341,2.41982209195324,49.54,46.06,121.75,6.08,28.62,15.89
2019-01-16,1.31458333333333,249.708333333333,82.4583333333333,987.339583333333,72.2291666666667,9.75625,13.2,6.6,0,61,23132,2.63703959882414,52.17,47,126.73,8.25,36.67,23.04
2019-01-17,0.816666666666667,233.166666666667,77.875,986.06875,76.3541666666667,8.85833333333333,13.1,5.8,0.7,68,23550,2.88747346072187,31.69,46.94,95.17,6.54,27.17,27.72
2019-01-18,1.58541666666667,314.604166666667,81.8333333333333,986.722916666667,66.3541666666667,5.4125,9.1,3.6,3.8,48,18185,2.63953808083585,13.75,34.75,55.54,7.42,19,18.45
2019-01-19,0.914583333333333,217.083333333333,77.125,983.525,91.2083333333333,6.25625,11.9,3.1,0.4,23,9153,2.51283732109691,23.25,35.96,71.17,9.79,23.46,27.85
2019-01-20,0.6875,161.270833333333,93.6666666666667,980.283333333333,23.375,5.73958333333333,7.5,3.6,16.2,45,17674,2.54611293425371,12.5,36.88,55.9,6.33,18.25,14.28
2019-01-21,1.40416666666667,281.645833333333,78.5625,985.535416666667,121.416666666667,5.71458333333333,10.3,3.2,0,71,27570,2.57526296699311,40.44,37.48,99.15,6.29,23.33,16.23
2019-01-22,1.93333333333333,302.5625,65.8333333333333,980.4875,106.104166666667,4.69791666666667,8.6,0.6,0,45,19829,2.26940339906198,37.93,42.38,100.26,8.18,23.33,27.04
2019-01-23,2.63333333333333,332.666666666667,68.625,968.7625,103.833333333333,6.54583333333333,10.6,3.9,0.3,70,28461,2.45950599065388,22.88,43.97,78.56,16.75,7,17.94
2019-01-24,3.33333333333333,322,33.75,973.914583333333,132.604166666667,6.59375,11.4,3.6,0,55,25232,2.17977171845276,7.68,32.03,43.11,37.38,13.08,10.06
2019-01-25,1.10833333333333,225.104166666667,46.0208333333333,981.1875,127.208333333333,8.70416666666667,16.1,2.8,0,48,17038,2.81723206949172,46.62,68.52,139.69,4.04,34.71,37.85
2019-01-26,1.94791666666667,269.145833333333,70.5208333333333,985.239583333333,130.5,10.5875,16.3,7.2,0,23,10841,2.12157550041509,28.29,43.23,86.38,9.67,23.42,33.68
2019-01-27,2.70625,301.625,61.6666666666667,977.54375,127.104166666667,9.01666666666667,15,5.4,0,25,10791,2.31674543601149,16.67,23.71,48.35,28.96,20.83,27.79
2019-01-28,3.73333333333333,325.25,60.3958333333333,977.785416666667,129.604166666667,8.075,12.6,4.7,0,74,27795,2.66234934340709,7.27,24.21,34.15,37.62,13.67,7.17
2019-01-29,2.13541666666667,275.854166666667,72.1875,978.302083333333,40.7083333333333,6.6,8.4,3.7,0,61,24449,2.49498957012557,37.19,51.94,108.23,12.09,23.3,25.35
2019-01-30,3.64791666666667,308.125,56.2083333333333,975.877083333333,127.229166666667,7.77916666666667,11,4.7,0,55,23912,2.30010036801606,5.92,25.35,33.46,36.5,12.12,6.13
2019-01-31,1.97083333333333,294.791666666667,62.625,968.552083333333,101.75,11.375,15.8,6.7,0,79,30078,2.62650442183656,25.6,49.54,88.38,11.12,22.83,49.83
2019-02-01,2.96041666666667,285.791666666667,68.1041666666667,960.970833333333,81.0416666666667,11.6020833333333,14.4,5.6,5.7,64,23033,2.7786219771632,13.73,30.92,51.54,28.92,19.58,24.11
2019-02-02,3.64791666666667,320.5,58.9375,967.883333333334,103.604166666667,7.23125,10.6,4.5,0,45,18600,2.41935483870968,1.94,12.46,14.19,53.46,7.08,4
2019-02-03,2.875,322.25,28.7083333333333,984.547916666667,150.104166666667,6.75625,12.1,3.8,0,20,10415,1.92030724915987,2.4,13.98,16.1,52.58,8.29,5.6
2019-02-04,1.8875,271.229166666667,40.9375,994.235416666667,151.520833333333,7.28125,13,3.1,0,90,32889,2.73647724163094,17.4,45.35,71.33,19,20.54,22.85
2019-02-05,1.29583333333333,296.020833333333,66.1458333333333,994.897916666666,145.104166666667,10.05625,16.6,5.9,0,57,21099,2.70154983648514,36.88,54.04,110.42,4.83,32.96,29.47
2019-02-06,1.3,245.541666666667,75.25,993.252083333333,143.4375,11.0083333333333,17.1,6.6,0,75,31756,2.36175840785993,45.1,47.69,116.54,5.08,31.96,27.7
2019-02-07,1.02916666666667,226.583333333333,81.3333333333333,990.941666666667,118.333333333333,10.20625,16.4,6.8,0,68,29476,2.30696159587461,46.77,49.1,120.48,2.88,32.48,23.57
2019-02-08,1.95208333333333,277.5,76.5625,990.995833333333,145.229166666667,10.5708333333333,16.4,6.3,0,58,22624,2.56364922206506,38.23,43.46,101.77,14.04,28.67,30.79
2019-02-09,1.25,225.541666666667,75.0416666666667,990.6375,142.708333333333,10.9541666666667,18,6,0,31,16821,1.84293442720409,18.25,41.88,69.52,10.62,32.83,25.96
2019-02-10,3.72291666666667,297.958333333333,55.2083333333333,986.60625,126.5,13.0416666666667,16.6,9.1,0,43,20211,2.12755430211271,11.88,35.23,52.81,19.92,23.75,33.22
2019-02-11,1.42708333333333,286.333333333333,61.25,994.672916666667,152.041666666667,10.03125,15.3,6,0,80,27922,2.86512427476542,8.29,37.27,49,20.79,20,8.23
2019-02-12,1.52708333333333,289.8125,62.5625,1000.38125,165.666666666667,9.10416666666667,15.5,5,0,66,26093,2.52941401908558,27.15,45.57,86.8,12.04,27.88,18.24
2019-02-13,1.55,237.895833333333,67.1041666666667,1001.47708333333,164.1875,8.9375,15.2,3.8,0,63,25174,2.50258202907762,25.77,46.42,85.75,10.5,32.5,12.26
2019-02-14,1.14791666666667,251.979166666667,75.875,1002.875,168.875,8.38541666666667,15.6,3.5,0,58,24907,2.32866262496487,27.85,47.65,90.08,13.71,33.04,16.32
2019-02-15,1.19791666666667,223.1875,62.25,999.53125,170.895833333333,8.90833333333333,17.4,2.8,0,45,22920,1.96335078534031,30.62,55.65,102.4,9.92,35.17,8.13
2019-02-16,0.933333333333333,238.666666666667,45.1458333333333,998.685416666667,173.8125,9.73958333333333,19.1,4.3,0,21,11099,1.89206234795928,13.56,49.69,70.4,12.33,30.42,22.23
2019-02-17,1.05208333333333,233.041666666667,61.5208333333333,995.758333333333,170.458333333333,8.58125,16.9,2.7,0,20,10533,1.89879426564132,8.65,38.58,51.29,19.75,27.12,26.57
2019-02-18,1.31875,199.270833333333,81.9791666666667,992.3375,158.833333333333,9.3875,15.7,3.7,0,84,35707,2.3524799059008,29.25,48.94,93.38,15.33,35.38,16.64
2019-02-19,1.33333333333333,236.4375,82.875,991.827083333333,117.791666666667,8.7875,14.5,5,0,59,23275,2.53490870032223,21.11,42.69,74.29,16.96,36.21,8.79
2019-02-20,0.966666666666666,241.5625,77.0416666666667,994.539583333333,86.0833333333333,9.51875,14,5.8,0,46,18668,2.46410970644954,34.93,51.09,104.36,16.76,37.04,12.98
2019-02-21,1.26875,238.541666666667,79.6041666666667,998.472916666667,169.8125,9.74791666666667,16.9,4,0,63,27417,2.29784440310756,32.35,49.27,98.6,13.62,37.79,16.81
2019-02-22,1.47083333333333,303.145833333333,46.6458333333333,997.497916666667,184.666666666667,15.1125,21.6,10.1,0,38,15562,2.44184552114124,37.33,58.92,116.08,12.5,51.74,27.49
2019-02-23,1.01041666666667,202.958333333333,59.1666666666667,996.860416666667,178.145833333333,13.6125,21.4,8.4,0,29,13990,2.07290922087205,15.46,46.04,69.62,18.42,46.58,30.74
2019-02-24,1.3,227.0625,73.375,1001.78333333333,181.875,10.48125,18.2,5.8,0,42,21077,1.99269345732315,7.44,32.4,43.38,25.38,31.83,13.54
2019-02-25,1.45833333333333,229.125,69.1875,1001.34791666667,182.479166666667,11.1083333333333,18.6,4.6,0,61,23918,2.5503804665942,22.79,56.44,91.19,12,42.38,15.98
2019-02-26,1.47916666666667,234.645833333333,58.2708333333333,999.079166666667,187.729166666667,12.7895833333333,20.4,8,0,49,19445,2.51992800205708,28.71,57.5,101.1,21.08,44.38,18.96
2019-02-27,1.19166666666667,209.604166666667,52.9375,994.8125,195.541666666667,15.0395833333333,25.1,10,0,58,24168,2.39986759351208,24.27,61.96,98.79,12.88,49.12,18.33
2019-02-28,0.975,218.645833333333,53.875,994.579166666667,183.979166666667,14.2395833333333,22.8,8.9,0,38,16927,2.24493412890648,33,64.38,114.77,16.46,50.83,19.69
2019-03-01,1.41458333333333,215.520833333333,69.0208333333333,992.216666666667,191.875,12.1375,18.2,8.3,0,44,17442,2.52264648549478,25.79,50.58,89.67,23.17,41,15.98
2019-03-02,1.14791666666667,253.854166666667,72.625,991.933333333333,192.145833333333,12.0458333333333,19.2,7.4,0,21,11723,1.79135033694447,10.02,38.58,53.67,24.62,30,8.77
2019-03-03,1.9375,255.895833333333,56.3541666666667,990.0875,197.020833333333,14.6270833333333,23.8,7.5,0,25,12152,2.05727452271231,12.19,46.31,64.73,27.54,43.88,22.38
2019-03-04,2.76875,250.333333333333,50.8541666666667,985.304166666667,169.916666666667,16.1916666666667,22,10.5,0,66,27767,2.37692224583138,29.23,47.08,91.5,29.88,46.62,25.38
2019-03-05,1.46666666666667,219.895833333333,70.0833333333333,987.170833333333,180.895833333333,11.8208333333333,17.5,8,0,46,21424,2.14712471994025,25.67,40.58,79.3,20.14,34.25,8.27
2019-03-06,1.92291666666667,206,82.2708333333333,979.6625,47.0625,12.0208333333333,14.9,9.3,0.4,42,19188,2.18886804252658,29.46,44.73,89.48,12.12,40.39,11.44
2019-03-07,2.475,291.666666666667,51.8333333333333,982.841666666667,219.0625,12.7854166666667,18.2,9.6,0,16,8112,1.9723865877712,11.19,30.88,47.29,34.21,15.14,8.56
2019-03-08,1.65208333333333,214.5,58.2291666666667,990.975,185.770833333333,11.3729166666667,19,6.2,0,30,12056,2.48838752488388,27.25,50.71,92.08,15.67,27.25,18.62
2019-03-09,1.65208333333333,274.229166666667,57.7291666666667,998.258333333334,207.395833333333,12.86875,20.2,6.5,0,19,8986,2.11440017805475,13.08,34.85,54.44,23.88,23.54,11.38
2019-03-10,1.53125,227.145833333333,64.5,996.15625,213.854166666667,14.84375,23.9,10,0,22,12311,1.78701973844529,6.25,33.69,42.65,24.17,25.38,15.5
2019-03-11,1.29583333333333,225.375,74.8541666666667,997.6375,179.9375,12.8979166666667,19.6,10.2,0,58,21661,2.67762337842205,21.58,32.42,64.94,19.96,27.71,8.73
2019-03-12,1.44375,248.791666666667,79.3541666666667,995.00625,142.770833333333,11.9583333333333,16.6,8.1,0,39,18218,2.14073992754419,17.19,33.58,59.21,28.21,32.48,5.62
2019-03-13,2.17083333333333,240.916666666667,74.7083333333333,991.035416666666,171.979166666667,10.84375,15,8.6,0,51,20380,2.50245338567223,22.17,37.25,70.77,19.75,30.96,7.92
2019-03-14,1.79375,299.291666666667,49.7708333333333,994.104166666667,229.666666666667,11.7583333333333,18.3,5.5,0,40,19246,2.07835394367661,10.88,30.52,46.31,30.83,21.58,8.67
2019-03-15,1.50208333333333,237.6875,56.3333333333333,993.210416666667,231,13.1833333333333,21.6,8.5,0,27,9894,2.72892662219527,6.29,36.04,45.17,28.67,23.22,6.5
2019-03-16,1.975,232.791666666667,57.4583333333333,990.216666666667,235.916666666667,15.3416666666667,22.4,8.6,0,19,10996,1.72790105492907,18.29,47.83,75.6,22.67,35.75,15.29
2019-03-17,2.22708333333333,219.104166666667,59.0416666666667,984.88125,214.583333333333,14.2875,23.2,10.3,0,20,8677,2.30494410510545,5.12,29.9,36.98,37.12,38.17,18.21
2019-03-18,1.7,219.270833333333,55.4375,991.164583333333,231.6875,10.2854166666667,16.9,6.6,0,52,20725,2.50904704463209,9,31.77,44.5,33.42,22.04,5.79
2019-03-19,1.40833333333333,247.395833333333,63.4166666666667,992.739583333333,154.145833333333,10.3833333333333,16.2,7.5,0,36,14799,2.43259679708088,11.98,36.18,53.95,27.09,25.62,8.36
2019-03-20,1.73125,215.541666666667,61.375,996.897916666667,227.208333333333,10.1708333333333,15.8,5.1,0,28,11287,2.48073004341278,16.02,26.4,50.5,27.79,25.62,12.98
2019-03-21,1.7,212.020833333333,52.6041666666667,997.13125,242.0625,10.4333333333333,17.6,5.3,0,29,13386,2.16644255191992,14.94,42.44,64.85,25.96,38.08,11
2019-03-22,1.44583333333333,207.3125,42.6875,996.76875,236.541666666667,12.8625,21.2,6.5,0,31,12701,2.44075269663806,17.65,52.58,79.06,30.29,38.29,19.71
2019-03-23,1.52083333333333,233,33.3541666666667,994.89375,251.6875,15.9479166666667,23.9,8.4,0,24,12006,1.99900049975012,7.96,43.75,55.56,38.38,33.92,20.42
2019-03-24,1.94166666666667,213.9375,35.5625,992.554166666667,247.4375,16.5541666666667,23.3,11.4,0,22,8726,2.5212010084804,3.54,35.27,40.19,43.04,30.29,16.94
2019-03-25,1.34375,221.520833333333,47.7083333333333,988.60625,246.1875,16.10625,23.6,10.1,0,49,22849,2.14451398310648,13.02,45.98,65.48,38.04,42.17,17.04
2019-03-26,2.50833333333333,262.833333333333,49.6875,990.597916666667,264.145833333333,12.44375,21.5,8.6,0,36,17791,2.02349502557473,10.33,38.92,54.04,34.04,37.12,15.96
2019-03-27,1.925,227.333333333333,55.9583333333333,994.064583333333,256.25,11.34375,19.1,5.4,0,46,19530,2.35535074244752,14.94,43.94,66.42,31,38.04,32.54
2019-03-28,1.95625,224.708333333333,53.9375,996.958333333333,257.270833333333,11.2666666666667,18.6,6.2,0,32,13956,2.29292060762396,13.73,39.33,59.81,32.17,32.21,13.85
2019-03-29,1.875,208.375,57.6666666666667,996.720833333333,257.291666666667,11.25625,17.4,6.5,0,38,17725,2.14386459802539,12.65,46.58,65.54,30.33,32.88,11.81
2019-03-30,1.7875,204.395833333333,70.2083333333333,992.833333333333,216.604166666667,10.36875,16,5.1,0,9,4469,2.01387334974267,6.65,33.1,42.92,31.21,24.83,10.69
2019-03-31,1.55833333333333,138.270833333333,74.9166666666667,986.829166666667,153.041666666667,11.28125,15.9,7.3,0,18,9064,1.98587819947043,2.7,25.8,29.37,33.26,28.83,8.89
2019-04-01,1.6,229.0625,54.2291666666667,984.93125,244.645833333333,13.25625,20,8,0,57,16321,3.49243306169965,13.33,32.28,52.07,42.52,26.25,5.2
2019-04-02,1.80208333333333,234.25,63.75,983.320833333333,206.729166666667,14.7270833333333,21,11.5,0,66,21282,3.10121229207781,20.72,43.52,74.67,32.04,31.46,13.59
2019-04-03,1.3125,243.854166666667,74.9166666666667,975.210416666666,116.8125,12.1791666666667,19,6.6,1.7,47,16949,2.77302495722462,2.79,26.27,30.08,39.46,15.04,4.92
2019-04-04,1.79583333333333,273.8125,54.9166666666667,972.783333333333,278.916666666667,9.29583333333333,16.3,3.2,0,45,19052,2.36195674994751,7.4,35.77,46.52,30.67,12.21,3.98
2019-04-05,2.55,213.541666666667,78.8125,971.183333333333,149.6875,10.3083333333333,15.6,5.3,6.3,38,14313,2.6549290854468,22.44,40.08,74.1,27.79,23.29,10.51
2019-04-06,2.30208333333333,278.416666666667,68.5416666666667,971.133333333333,236.5625,10.3166666666667,15.3,5.9,3.5,26,13787,1.88583448175818,1.81,12.81,14.88,43.88,5.96,1.96
2019-04-07,2.13333333333333,268.958333333333,72.25,977.577083333333,198.083333333333,9.89166666666667,16.7,7,2.7,18,10297,1.74808196562105,4.31,25.44,31.67,28.58,10.08,9.3
