date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,c6h6,co,no,no2,nox,o3,so2
2016-04-26,2.85416666666667,204.708333333333,71.9375,NA,304.229166666667,14.3458333333333,19.5,8.2,0,53,33567,1.57893168886108,0.6,0.22,2.96,12.17,16.5,73.71,4
2016-04-27,3.07916666666667,80.2708333333333,76.1458333333333,NA,69.9375,13.9041666666667,15.4,11.5,2.2,45,26812,1.67835297627928,0.6,0.25,4.96,18.12,25.67,56.21,3.62
2016-04-28,1.98333333333333,137.458333333333,81.8958333333333,NA,77.75,11.91875,15.3,8.1,4.3,51,22949,2.22231905529653,0.61,0.25,5.17,11.83,19.25,64.17,3.33
2016-04-29,2.73958333333333,253.333333333333,77.0625,NA,276.958333333333,14.0333333333333,18.6,10,0,48,21171,2.26725237352983,0.6,0.25,3.71,12.21,17.71,57.5,3.12
2016-04-30,2.41458333333333,229.729166666667,84.8541666666667,NA,125.75,12.9,18.1,8.6,2.5,18,13988,1.28681727194738,0.6,0.2,1.33,4.88,6.83,82.92,2.12
2016-05-01,3.23125,281.875,47.5416666666667,NA,336.5625,13.74375,21.1,8.1,0,8,6625,1.20754716981132,0.6,0.22,2.04,8.92,11.71,83.21,2.25
2016-05-02,3.32708333333333,263.791666666667,49.8958333333333,NA,332.8125,16.10625,24.9,8.2,0,91,38244,2.37945821566782,0.6,0.3,7.88,19.33,31.08,69.88,4.12
2016-05-03,2.64583333333333,199.208333333333,71.7083333333333,NA,322.541666666667,15.24375,20.1,9.5,0,74,33390,2.21623240491165,0.6,0.24,3.96,12.08,17.75,77.88,3.42
2016-05-04,3.73333333333333,253.645833333333,71.0208333333333,NA,330.666666666667,15.8041666666667,21.6,10.4,0,45,21773,2.06677995682726,0.6,0.25,4.33,14.83,21.29,85.75,4.83
2016-05-05,3.78333333333333,161.520833333333,71.9166666666667,NA,315.645833333333,15.5958333333333,20.3,10.6,0,63,35372,1.78106977270157,0.6,0.28,4.67,20.42,27.33,82.88,5.83
2016-05-06,2.97708333333333,99.5208333333333,76.5,NA,136.833333333333,16.13125,18.8,13.7,0.4,66,35013,1.88501413760603,NA,0.27,2.04,12.38,15.21,93.33,5.88
2016-05-07,2.34583333333333,109.583333333333,81.3958333333333,NA,116.5,15.4770833333333,20.2,12.8,3.8,18,9836,1.83001220008133,NA,0.3,1.79,10.46,13.17,81,6.38
2016-05-08,2.53958333333333,89.5833333333333,89.7708333333333,NA,82.3333333333333,15.5458333333333,17.9,11.5,1.1,5,3066,1.63078930202218,NA,0.31,4,18.96,24.79,64.42,4.43
2016-05-09,3.48541666666667,86.25,92.7083333333333,NA,30.5833333333333,16.3625,17.7,13.9,2.9,83,36140,2.29662423907028,NA,0.32,11.04,21.21,37.83,44.04,3.25
2016-05-10,2.09583333333333,253.75,83.6458333333333,NA,138.104166666667,15.5583333333333,20.1,11.3,7.8,59,26350,2.23908918406072,NA,0.24,3.5,9.75,14.71,68.08,3.46
2016-05-11,3.57916666666667,267.6875,78.2083333333333,NA,263.791666666667,15.5604166666667,20.8,11.4,0.1,48,22380,2.14477211796247,NA,0.27,7.46,17.08,28.08,66,3.91
2016-05-12,3.06666666666667,246.458333333333,71.6666666666667,NA,276.645833333333,16.4,21.8,10.9,0,55,32350,1.70015455950541,NA,0.24,3.04,13.5,17.79,62.62,2.75
2016-05-13,2.62083333333333,244.375,73.0416666666667,NA,246.083333333333,16.41875,21.6,10.7,0,49,23744,2.06367924528302,NA,0.24,2.25,11.96,15.08,66.46,2.25
2016-05-14,2.34583333333333,230.854166666667,73.9166666666667,NA,310.666666666667,16.9166666666667,22.6,10.5,1.7,16,6798,2.35363342159459,NA,0.25,1.96,9.62,12.5,78.83,1.5
2016-05-15,2.44583333333333,214,71.5833333333333,NA,336.9375,18.5354166666667,23.8,14.1,0,8,6006,1.33200133200133,NA,0.23,1.12,6.33,8.12,91.79,1.33
2016-05-16,2.53333333333333,232.166666666667,66.625,NA,333.729166666667,17.71875,22.9,11.2,0,8,4871,1.64237322931636,NA,0.25,2.62,9.12,12.96,82.3,1.54
2016-05-17,2.76041666666667,244.083333333333,74.2291666666667,NA,261.520833333333,16.3583333333333,21.4,11.3,0,76,33354,2.27858727588895,NA,0.27,2.04,6.92,10.17,76.5,1.38
2016-05-18,3.75416666666667,231.270833333333,80.25,NA,306.75,17.36875,21.7,12.2,0,48,24641,1.9479728907106,NA,0.26,2.83,9.92,13.96,73.17,1.75
2016-05-19,2.74166666666667,215.020833333333,72.8541666666667,NA,325.4375,18.2833333333333,23.6,14.6,0,67,35564,1.88392756720279,NA,0.22,1.88,6.5,8.96,78.54,1.12
2016-05-20,2.81875,243.979166666667,75.0625,NA,330.375,18.1895833333333,22.9,12.6,0,60,28013,2.14186270660051,NA,0.22,1.62,6.88,9.33,70.29,1.17
2016-05-21,3.96041666666667,249.1875,77.6041666666667,NA,341.708333333333,17.7854166666667,22.7,12,0,15,8380,1.78997613365155,NA,0.2,1.21,4.38,6.21,69.71,1.62
2016-05-22,3.06041666666667,232.583333333333,82.8333333333333,NA,230.333333333333,17.1333333333333,22.5,12.5,3,12,7004,1.71330668189606,NA,0.2,1.83,5.09,7.7,66.52,1
2016-05-23,3.64166666666667,263.958333333333,61.6458333333333,NA,347.5625,15.8416666666667,21.5,10.6,0,94,41830,2.24719101123596,NA,0.22,2.08,8.29,11.38,63.67,1.96
2016-05-24,3.05833333333333,257.729166666667,72.6875,NA,308,17.0375,22,12.3,0,70,32991,2.12179079142797,NA,0.25,2.83,9.46,13.67,65.33,3.38
2016-05-25,2.25833333333333,201.5625,74.625,NA,254.145833333333,18.8354166666667,23.6,12.7,0,63,31614,1.9927880053141,NA,0.27,3.96,12.88,18.58,68.33,3.79
2016-05-26,3.02708333333333,105.645833333333,78.4791666666667,NA,308.770833333333,18.7541666666667,23,14,0,60,28494,2.10570646451885,NA,0.28,2.42,10.71,14.08,70.08,3.54
2016-05-27,2.24791666666667,231.208333333333,75.4375,NA,332.4375,18.9625,24.9,13.6,0,38,19169,1.98236736397308,NA,0.28,1.96,8.58,11.46,64.08,3.54
2016-05-28,1.80416666666667,216.6875,82.5416666666667,NA,192.520833333333,18.61875,23.6,13,1,23,14215,1.61800914526908,NA,0.2,1.38,4.96,6.67,74.54,3.08
2016-05-29,4.12708333333333,227.020833333333,59.3333333333333,NA,345.458333333333,20.2041666666667,27.5,12.5,0.1,8,5178,1.54499806875241,NA,0.22,2.54,9.83,13.46,75.96,4.08
2016-05-30,2.7125,202.666666666667,66.9166666666667,NA,338.520833333333,19.1895833333333,24.6,13.9,0,76,32155,2.36355154719328,NA,0.23,1.96,8.62,11.46,79.79,3.35
2016-05-31,2.6875,219.791666666667,64.8333333333333,NA,309.854166666667,18.8666666666667,24.4,13.4,0,71,34836,2.03812148352279,NA,0.24,1.88,10.04,12.88,90.83,4.62
2016-06-01,2.60625,220.229166666667,65.2916666666667,NA,351.854166666667,18.6229166666667,23.9,12.7,0,45,24832,1.81217783505155,NA,0.25,2.83,10.35,14.65,85.87,4.65
2016-06-02,2.42083333333333,232.645833333333,69.9583333333333,NA,344.416666666667,18.93125,24.3,13.5,0,45,22169,2.02986151833642,NA,0.22,2.86,8.95,13.1,79.79,5.25
2016-06-03,3.2,246.9375,71.3541666666667,NA,324.979166666667,19.1229166666667,25.1,12.4,0,51,24590,2.07401382675884,NA,0.24,3.38,13.17,17.96,77.88,6.38
2016-06-04,2.225,226.833333333333,63.5833333333333,NA,243.1875,20.1645833333333,25.5,13.6,0,16,9038,1.77030316441691,NA,0.25,1.75,7.67,10.21,87.67,4.38
2016-06-05,3.37916666666667,253.708333333333,68.4375,NA,346.791666666667,21.5416666666667,26.9,15.6,0,9,6055,1.48637489677952,NA,0.28,2.58,8.71,12.29,79.33,3.83
2016-06-06,3.06041666666667,236.3125,69.9166666666667,NA,295.020833333333,21.475,27,15.5,0,87,39476,2.2038707062519,NA,0.27,5,16.38,23.46,59.67,3.8
2016-06-07,2.525,228.479166666667,66.5208333333333,NA,342.020833333333,22.3583333333333,28.9,16,0,44,26082,1.68698719423357,NA,0.25,3,10.67,15.4,85,6.33
2016-06-08,2.89375,234.9375,70.6666666666667,NA,334.833333333333,22.6520833333333,28.2,16.9,0,55,27360,2.01023391812865,NA,0.23,3.95,9.68,15.36,51.2,3.7
2016-06-09,2.36666666666667,246.4375,60.5625,NA,327.125,23.5520833333333,30.3,16.4,0,44,25577,1.72029557805841,NA,0.24,3.96,9.21,14.83,94.3,2.04
2016-06-10,2.89791666666667,164.645833333333,56.3333333333333,NA,306.020833333333,23.43125,27.3,19.6,0,41,19439,2.10916199392973,NA,0.23,1.75,4.62,6.92,75.96,1.33
2016-06-11,2.25208333333333,191.979166666667,68.9375,NA,282.020833333333,21.9458333333333,27,16.1,0,5,2469,2.02511138112596,NA,0.21,1.21,2.12,3.58,65.21,1
2016-06-12,2.35416666666667,225.75,72.125,NA,211.5625,21.6895833333333,26.7,15.7,0,11,7709,1.42690361914645,NA,0.26,3.56,9.75,15.06,56.59,1.48
2016-06-13,2.65833333333333,109.125,77.5625,NA,253.333333333333,22.91875,27.3,19.4,0,61,30291,2.01379947839292,NA,0.24,3.11,5.94,10.33,68.1,1.05
2016-06-14,3.6625,207.270833333333,54.9166666666667,NA,359.833333333333,24.24375,30.4,18.8,0,62,35026,1.77011362987495,NA,0.27,4.5,11.54,18.25,54.29,2.04
2016-06-15,2.92083333333333,181.6875,74.0625,NA,323.895833333333,21.6145833333333,25.1,18.3,0,38,21771,1.74544118322539,NA,0.2,2.12,4.04,7.21,73.38,1.04
2016-06-16,4.48958333333333,274.6875,52.8333333333333,NA,272.416666666667,21.0104166666667,25.3,17.4,0,36,24084,1.49476831091181,NA,0.2,3.46,8.29,13.38,71.12,1.23
2016-06-17,3.26041666666667,193.8125,61.5625,NA,242.479166666667,20.2041666666667,24.7,15.4,0.2,31,15257,2.03185423084486,NA,0.2,2.29,7.29,10.54,68.04,1.12
2016-06-18,2.5625,204.5625,75.0833333333333,NA,252.854166666667,17.69375,24.1,12.8,17.9,19,14304,1.32829977628635,NA,0.2,2.08,5.38,8.42,66.33,1
2016-06-19,3.32083333333333,261.416666666667,63.125,NA,364.208333333333,19.28125,25.1,11.6,0,11,6060,1.81518151815182,NA,0.22,5.92,10.67,19.17,64.21,1.77
2016-06-20,2.83541666666667,252.479166666667,65.4583333333333,NA,350.125,20.6166666666667,25.5,15.1,0,58,27464,2.11185551995339,NA,0.25,5.46,11.04,19,70.17,2.25
2016-06-21,3.825,246.625,65.4375,NA,345.958333333333,21.48125,26.6,15.2,0,48,24581,1.95272771652903,NA,0.24,4.29,11.21,17.54,71.5,3.08
2016-06-22,3.68125,237.104166666667,59.0416666666667,NA,356.645833333333,22.78125,29.2,16,0,55,25151,2.18679177766292,NA,0.25,5.88,13.92,22.88,78.33,3.21
2016-06-23,3.80208333333333,248.125,56,NA,361.791666666667,23.1,29.2,15.3,0,52,25125,2.06965174129353,NA,0.27,2.12,8.62,11.5,83.25,4.96
2016-06-24,3.16458333333333,233.479166666667,62.9166666666667,NA,352.8125,22.95,28.7,14,0,14,5866,2.38663484486874,NA,0.28,2.46,8.62,12.08,84.04,5.21
2016-06-25,2.3125,190.041666666667,70.0625,NA,340.583333333333,23.9479166666667,30.4,18.1,0,15,10057,1.49149845878493,NA,0.25,1.92,5.42,8.29,73.42,4.58
2016-06-26,2.99791666666667,231.270833333333,71.9375,NA,315.916666666667,23.2645833333333,27.7,18.1,0.1,3,2642,1.13550340651022,NA,0.27,3.17,6.67,11.25,67.25,4
2016-06-27,3.15416666666667,250.041666666667,73.8333333333333,NA,333.333333333333,22.6729166666667,27.1,17.6,0,52,28312,1.83667702740887,NA,0.27,3.46,8.67,13.67,66.08,4.92
2016-06-28,3.20833333333333,236.104166666667,73.7291666666667,NA,328.041666666667,23.00625,27.8,16.4,0,28,14401,1.94430942295674,NA,0.25,2.05,8.43,11.29,77.95,3.41
2016-06-29,2.75833333333333,241.104166666667,68.125,NA,235.5625,24.2416666666667,30,19.2,0,38,20922,1.81626995507122,NA,0.26,4,11.79,17.54,69.12,2.67
2016-06-30,2.23333333333333,170.75,73.9583333333333,NA,325.520833333333,24.1833333333333,28.7,18.9,0,33,17521,1.88345414074539,NA,0.25,3,9.12,13.58,65.96,2.79
2016-07-01,2.32291666666667,225.875,72.5,NA,332.020833333333,24.68125,30,19.4,0,33,16956,1.94621372965322,NA,0.2,1.83,6.67,9.33,68.46,2.5
2016-07-02,2.79583333333333,207.125,71.5208333333333,NA,312.604166666667,23.7375,28.9,18.3,0,12,9950,1.20603015075377,NA,0.2,1.21,3.33,5.12,63.5,2.54
2016-07-03,2.59583333333333,238.708333333333,75.125,NA,215.0625,23.2229166666667,27.5,18.1,0,9,5777,1.55790202527263,NA,0.24,5.25,11.04,19,57.75,4
2016-07-04,2.35625,212.645833333333,72.1458333333333,NA,322.083333333333,23.8708333333333,28.6,17.6,0,31,17811,1.74049744539891,NA,0.22,4.29,11.17,17.79,77.88,4.83
2016-07-05,2.375,209.979166666667,65.2083333333333,NA,312.8125,25.6541666666667,30.4,20,0,25,13715,1.822821728035,NA,0.23,5.17,12.54,20.17,82.96,5.54
2016-07-06,3.49375,240.020833333333,63.5416666666667,NA,327.416666666667,26.2270833333333,32,21.1,0,49,25545,1.91818359757291,NA,0.2,2,6.33,9.25,78.17,4
2016-07-07,3.32083333333333,232.020833333333,73.3958333333333,NA,295.375,25.8479166666667,31,19.6,0,41,20628,1.98758968392476,NA,0.25,3.75,14.5,19.92,72.45,5.04
2016-07-08,2.33333333333333,186.1875,65.6875,NA,305.708333333333,27.0395833333333,33.1,21.5,0,41,22782,1.79966640330085,NA,0.25,2.12,10.92,13.83,93.96,5.04
2016-07-09,2.92083333333333,249.145833333333,60.125,NA,332.666666666667,27.7291666666667,33.4,22.9,0,14,7496,1.86766275346852,NA,0.23,1.42,6.54,8.46,100.54,7.12
2016-07-10,3.80416666666667,243.1875,61.2291666666667,NA,337.208333333333,27.0791666666667,32.1,20.8,0,2,1888,1.05932203389831,NA,0.27,2.42,9.54,13.21,90.33,6.12
2016-07-11,2.62291666666667,219.770833333333,64.8333333333333,NA,308.75,26.44375,31.6,21.8,0,45,21633,2.08015531826376,NA,0.22,3.88,9.71,15.25,67.5,5.36
2016-07-12,3.39166666666667,116.895833333333,68.8333333333333,NA,318.416666666667,25.7,29.2,22,0,41,21118,1.94147173027749,NA,0.2,1.5,5.38,7.46,69.46,2.33
2016-07-13,3.86458333333333,185.104166666667,63.75,NA,315,23.3729166666667,29.3,18.3,6.2,46,22715,2.02509355051728,NA,0.2,2.75,6.62,10.67,66.79,2.42
2016-07-14,3.52291666666667,210.770833333333,55.125,NA,340.729166666667,22.1875,26.8,16.6,0,39,18598,2.09699967738466,NA,0.2,2.19,6.24,9.33,62.09,2.58
2016-07-15,3.49583333333333,260.145833333333,64.6458333333333,NA,347.8125,21.9270833333333,27.1,16.3,0,16,6221,2.57193377270535,NA,0.2,1.96,4.75,7.58,69.5,2.75
2016-07-16,3.13541666666667,252.6875,67.2708333333333,NA,335.145833333333,22.90625,28.6,16.6,0,5,3833,1.30446125750065,NA,0.2,1.75,5.83,8.33,82.33,4.29
2016-07-17,2.80208333333333,247.854166666667,65.6875,NA,345.479166666667,23.8791666666667,30.1,17.5,0,6,2850,2.10526315789474,NA,0.21,3.33,7.92,12.75,71.17,4.12
2016-07-18,2.39375,238.854166666667,65.7916666666667,NA,349.9375,23.3,28.6,17.1,0,48,18350,2.6158038147139,NA,0.22,3.88,7.83,13.58,75.5,4.75
2016-07-19,3.75833333333333,252.083333333333,67.7083333333333,NA,352.916666666667,23.9229166666667,30.5,17.2,0,31,15131,2.04877404005023,NA,0.24,1.86,7.55,10.55,71.95,3.18
2016-07-20,3.82553191489362,249.489361702128,72.9166666666667,NA,255.958333333333,24.78125,29.8,18.9,0,36,23043,1.56229657596667,NA,0.31,5.79,18.62,27.08,50.54,2.38
2016-07-21,2.18125,143.041666666667,77.6458333333333,NA,273.75,25.0125,29.3,20.9,0.3,20,9639,2.07490403568835,NA,0.27,5.08,23.25,30.42,55.83,3.92
2016-07-22,2.80625,180.645833333333,77.0625,NA,187.5,23.6291666666667,29.1,19.3,9.8,23,14499,1.5863162976757,NA,0.21,2.21,8.5,11.58,73.17,4.42
2016-07-23,2.69791666666667,258.0625,65.3958333333333,NA,310.229166666667,24.15625,29.9,19.5,0,11,6194,1.77591217307071,NA,0.21,1.96,7.88,10.62,64.67,5.62
2016-07-24,3.025,251.791666666667,66.9375,NA,334.520833333333,24.7354166666667,30.5,19.3,0,3,1282,2.34009360374415,NA,0.24,4.17,10.92,17.21,68.79,7.12
2016-07-25,3.96875,248.0625,66.9166666666667,NA,331.958333333333,25.7458333333333,30.9,20.1,0,33,18497,1.78407309293399,NA,0.25,3.32,9.84,14.84,66.73,8.11
2016-07-26,3.73958333333333,248.479166666667,69.5833333333333,NA,332.395833333333,25.5270833333333,31.1,20.2,0,31,16732,1.85273726990198,NA,0.24,NA,NA,NA,NA,NA
2016-07-27,2.74166666666667,238.854166666667,73.4166666666667,NA,280.1875,25.4979166666667,31.2,20.8,0,19,9487,2.00274059238959,NA,NA,NA,NA,NA,NA,NA
2016-07-28,3.25,247.958333333333,73.6458333333333,NA,323.666666666667,25.6354166666667,30.8,20.5,0,25,12535,1.99441563621859,NA,0.2,1,8.25,9.92,89.12,NA
2016-07-29,3.36875,248.770833333333,74.0833333333333,NA,303.270833333333,25.6833333333333,30.9,20.8,0,28,15385,1.81995450113747,NA,0.2,1.54,6.71,8.83,82.17,NA
2016-07-30,3.20416666666667,246.125,74.4375,NA,312.5,25.93125,31.6,20.6,0,14,8145,1.71884591774095,NA,0.2,1.25,8.04,9.92,78,NA
2016-07-31,2.93125,174.125,75.375,NA,269.604166666667,26.2291666666667,31.7,22.1,0,5,4771,1.04799832320268,NA,0.2,1.95,6.95,10.27,63.92,1.25
2016-08-01,3.73958333333333,207.604166666667,65.3125,NA,272.145833333333,26.18125,30.6,23.9,0,38,21887,1.73619043267693,NA,0.2,2.29,6.79,10.08,75,1.04
2016-08-02,3.475,214.8125,72.9166666666667,NA,310.729166666667,26.21875,31.5,21,0,22,10633,2.06903037712781,NA,0.24,2.27,7.27,10.5,74,1
2016-08-03,3.49166666666667,248.958333333333,74.5625,NA,314.604166666667,25.83125,31.2,21,0,21,11218,1.87199144232484,0.65,0.21,3.25,12.21,17.21,71.54,1.08
2016-08-04,3.7625,222.833333333333,58.7916666666667,NA,290.3125,27.26875,33.6,21.5,0,26,14095,1.84462575381341,0.6,0.2,2.79,8.83,13.17,65.33,1.08
2016-08-05,3.025,170.895833333333,69.8541666666667,NA,205.5625,24.9875,28.6,20.5,0,20,12184,1.64149704530532,0.6,0.2,2.79,7.67,11.96,65.08,1.12
2016-08-06,2.83125,236.479166666667,64.7083333333333,NA,298.9375,24.7375,30,19.3,0,13,10185,1.27638684339715,0.6,0.2,2.88,8.25,12.67,73.33,1.21
2016-08-07,2.50208333333333,229.0625,60.8958333333333,NA,314.979166666667,24.3708333333333,30.4,19,0,4,1820,2.1978021978022,0.6,0.2,2.71,10.75,14.92,88.12,1.21
2016-08-08,4.02083333333333,261.125,56.875,NA,321.1875,25.7,32.6,18.5,0,49,24820,1.97421434327156,0.61,0.2,4,16.48,22.24,72.67,1.62
2016-08-09,3.19791666666667,212.416666666667,61.5625,NA,288.770833333333,25.4125,31.7,18.3,0.1,41,22446,1.82660607680656,0.6,0.2,2.38,10.25,13.75,64.18,1.33
2016-08-10,3.10625,238.041666666667,69.5833333333333,NA,221.854166666667,22.99375,26.8,19.9,0,25,11962,2.0899515131249,0.6,0.2,1.71,8,10.46,80.21,1.62
2016-08-11,3.12708333333333,249.833333333333,61.6458333333333,NA,295,22.7145833333333,28.1,17.7,0,21,13103,1.60268640769289,0.6,0.2,2.5,9.96,13.54,83.04,1.96
2016-08-12,2.8,263.375,66.9583333333333,NA,303.729166666667,23.7416666666667,30,18.5,0,33,14459,2.28231551282938,0.6,0.2,2.25,13.29,16.67,81.83,2.38
2016-08-13,2.52291666666667,182.854166666667,71.0208333333333,NA,311.75,23.3583333333333,27.5,18.5,0,5,1776,2.81531531531532,0.6,0.2,1.83,8.04,10.83,73.58,1.62
2016-08-14,2.42708333333333,244.770833333333,71.6666666666667,NA,309.1875,23.6708333333333,29.8,17.9,0,5,3335,1.49925037481259,0.6,0.2,1.62,6.33,8.67,79.83,1.5
2016-08-15,2.86666666666667,252.291666666667,70.9375,NA,312.395833333333,24.4604166666667,31.4,18.4,0,11,7845,1.40216698534098,0.6,0.26,1.32,7.53,9.58,76.74,1.06
2016-08-16,3.17083333333333,240.791666666667,74.2708333333333,NA,227.333333333333,25.2145833333333,29.9,19.3,0,42,24290,1.72910662824207,0.61,0.25,2.67,9.92,13.71,72.75,1.62
2016-08-17,2.92083333333333,249.125,73.1458333333333,NA,266.333333333333,26.0291666666667,31.2,21.2,0,16,8444,1.89483657034581,0.6,0.27,3.04,16.21,20.58,69.33,1
2016-08-18,2.81666666666667,189.229166666667,70.5833333333333,NA,230.229166666667,25.6145833333333,30,21.7,0,24,11847,2.02582932387946,0.6,0.21,1.56,10.12,12.44,76.19,1
2016-08-19,2.46458333333333,207.145833333333,77.125,NA,279.8125,25.7020833333333,30.7,19.7,0,34,21358,1.5919093548085,0.6,0.2,2.33,12,15.25,59.04,1.12
2016-08-20,3.37708333333333,174.770833333333,73.0625,NA,231.395833333333,25.4625,28.8,21.7,0,4,2359,1.69563374311149,0.6,0.2,1,12.83,14.17,47.17,1.83
2016-08-21,3.22708333333333,232.354166666667,61.5625,NA,288.854166666667,24.9166666666667,29.8,19.6,0,5,2317,2.15796288303841,NA,NA,NA,NA,NA,NA,NA
2016-08-22,2.51458333333333,232.4375,69.875,NA,283.979166666667,24.925,31,19.4,0,40,18994,2.10592818784879,0.61,0.3,3.27,14.09,18.82,92.93,1.82
2016-08-23,2.21041666666667,225.020833333333,67.9375,NA,290.895833333333,24.1229166666667,30.4,18.2,0,38,23495,1.61736539689296,0.61,0.27,3.08,17.21,21.88,84.09,2.42
2016-08-24,2.24791666666667,246.5625,58.4583333333333,NA,289.25,24.1916666666667,32.3,17.9,0,35,21103,1.65853196228024,0.6,0.31,3.1,22.67,27.43,87.05,2.57
2016-08-25,2.53125,203.125,59.125,NA,285.020833333333,24.2541666666667,30.4,18.7,0,28,15408,1.81723779854621,0.61,0.3,2.92,19.12,23.67,75.96,2.17
2016-08-26,2.35625,241.208333333333,70.0208333333333,NA,281.458333333333,23.6729166666667,30.2,18.5,0,33,19379,1.7028742453171,0.6,0.28,2.12,10.42,13.71,75.67,1.29
2016-08-27,3.2625,257.5,73.0833333333333,NA,271.083333333333,23.9791666666667,30.7,17.6,0,23,12744,1.80477087256748,0.6,0.31,1.62,7.58,9.88,72.79,1
2016-08-28,3.06458333333333,229.854166666667,75,NA,254.416666666667,25.8333333333333,31.1,21,0,5,3023,1.65398610651671,0.6,0.37,2,13.24,16.1,64.83,1
2016-08-29,1.6875,193.583333333333,80.6666666666667,NA,90.3125,24.6916666666667,27.7,21,0,33,21199,1.5566772017548,0.6,0.32,3.83,16.38,22.17,54,1.17
2016-08-30,2.24791666666667,237.25,79.4583333333333,NA,117.770833333333,23.0666666666667,25.9,19.6,1,34,17564,1.93577772716921,0.61,0.33,3.96,16.08,21.88,68.04,1.83
2016-08-31,2.41458333333333,226.645833333333,71.9583333333333,NA,262.916666666667,23.775,28.5,19.1,0,31,17932,1.72875306714254,0.62,0.35,4.38,17.33,23.79,83.88,1.17
2016-09-01,2.67708333333333,253.25,63.1875,NA,247.895833333333,25.85,32.9,20.1,0,26,15074,1.72482420061032,0.61,0.39,3.71,16.21,21.83,74.5,1.25
2016-09-02,3.53541666666667,249.6875,70.9791666666667,NA,255.0625,25.3104166666667,30.3,20,0,22,11082,1.9852012272153,0.6,0.4,2.08,12,15.08,76.38,1
2016-09-03,3.80625,247.583333333333,75.3958333333333,NA,250.416666666667,25.7791666666667,30.8,20.3,0,7,3445,2.03193033381713,0.6,0.41,2.08,16.5,19.33,75.21,1
2016-09-04,2.99791666666667,239.354166666667,71.7291666666667,NA,224.5,26.1729166666667,32.1,20.6,0,4,2014,1.98609731876862,0.63,0.5,10.54,28.83,44.71,66.83,1.73
2016-09-05,2.13958333333333,242.583333333333,67.8125,NA,254.541666666667,26.6916666666667,33.1,19.9,0,30,16660,1.80072028811525,0.61,0.45,3.5,19.88,24.83,78.21,2.17
2016-09-06,2.62083333333333,249.645833333333,66.0416666666667,NA,252.916666666667,25.975,33.3,20.8,0,32,17952,1.7825311942959,0.6,0.43,3.5,18.92,24.04,66.79,2.08
2016-09-07,2.77708333333333,176.708333333333,68.625,NA,256.520833333333,24.75,29.1,19.6,0,32,16652,1.92169108815758,0.61,0.46,2.79,17.04,21.04,69.12,1.75
2016-09-08,2.24583333333333,232.916666666667,72.8125,NA,219.645833333333,24.1520833333333,29.2,19.5,0,6,1863,3.22061191626409,0.6,0.45,2.52,13.1,16.67,68.5,1
2016-09-09,3,262.375,72.4791666666667,NA,227.520833333333,25.84375,31.1,22.2,0,51,26924,1.89422076957361,NA,NA,NA,NA,NA,NA,NA
2016-09-10,2.74166666666667,261.770833333333,73.0833333333333,NA,185.041666666667,24.1125,28.4,19.5,2.5,12,7821,1.5343306482547,NA,NA,NA,NA,NA,NA,NA
2016-09-11,3.125,264.375,71.5625,NA,243.479166666667,24.8791666666667,31,19.7,0,4,2195,1.82232346241458,0.61,0.28,4.93,14.8,22.27,77.27,1
2016-09-12,2.67916666666667,261.458333333333,76.1458333333333,NA,245.104166666667,24.7604166666667,30.5,20.7,0,40,22084,1.81126607498642,0.6,0.25,2.46,14.67,18.46,82.92,1
2016-09-13,2.61041666666667,228.0625,72.5416666666667,NA,226.104166666667,25.0229166666667,30.8,17.5,22,24,12577,1.90824520950942,0.6,0.2,1.75,10.79,13.54,79.04,1.21
2016-09-14,2.92083333333333,295.125,71.375,NA,148.416666666667,20.56875,26,14.2,9.8,28,11741,2.38480538284644,0.6,0.21,5.54,17.75,26.04,59.42,1.54
2016-09-15,2.54583333333333,271.354166666667,59.7083333333333,NA,209.916666666667,19.1041666666667,24.9,13.5,0.3,40,18984,2.10703750526759,0.61,0.21,6.5,19.42,29.21,55.54,1.38
2016-09-16,2.24375,266.229166666667,64.0416666666667,NA,237.979166666667,19.8833333333333,27.2,13.8,0,39,19987,1.95126832441087,0.6,0.21,2.17,9.58,12.67,55.67,1.04
2016-09-17,3.13333333333333,244.020833333333,65.6458333333333,NA,144.270833333333,19.7458333333333,24.5,17.2,1.7,10,6093,1.64122763827343,0.6,0.2,2.38,11.29,14.54,56.96,1.21
2016-09-18,2.32916666666667,258.041666666667,70.4375,NA,228.125,18.9541666666667,24.7,15,0,1,1136,0.880281690140845,0.6,0.21,3.96,15.33,21.08,62.46,1.21
2016-09-19,3.50208333333333,280.041666666667,61.375,NA,241.270833333333,20.4,26.7,14.6,0,55,26474,2.07751000982096,0.6,0.26,2.92,19.79,23.92,60.38,1.54
2016-09-20,2.35625,279.708333333333,69.875,NA,137.0625,20.1458333333333,25.9,15.2,0,56,26034,2.15103326419298,0.6,0.3,3.08,20.08,24.62,70.79,1.54
2016-09-21,2.87291666666667,273.791666666667,70.4166666666667,NA,237.666666666667,21.25625,26.9,16.5,0,88,33414,2.63362662357096,0.6,0.35,3.86,30.09,35.82,64.52,1.77
2016-09-22,2.60833333333333,217.5625,74.5208333333333,NA,168.895833333333,21.3041666666667,25.8,16.9,0,47,23030,2.04081632653061,0.6,0.31,3.25,26.17,30.92,70.83,2.54
