date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,hcnm,hct,no,no2,nox,o3,pm10,pm2.5,so2
2013-03-08,4.41041666666667,247.916666666667,63.5208333333333,NA,214.5625,15.5166666666667,21.1,11.9,0,75,39407,1.90321516481843,NA,NA,NA,8.79,36.33,49.46,NA,15.46,NA,NA
2013-03-09,3.85416666666667,256.1875,71.0625,NA,200.854166666667,13.9645833333333,18.7,8.4,0,45,24003,1.87476565429321,NA,NA,NA,15.25,36.5,59.54,NA,20.75,NA,NA
2013-03-10,3.64166666666667,271.125,64.1875,NA,194.291666666667,13.5291666666667,19.3,8.9,0,296,134089,2.20748905577639,NA,NA,NA,4.29,27.12,33.29,NA,13.83,NA,NA
2013-03-11,3.78333333333333,290.875,59.5416666666667,NA,188.041666666667,13.0125,18.6,7.6,0,214,98758,2.16691306020778,NA,NA,NA,3.79,25.88,31.33,NA,13.71,NA,NA
2013-03-12,3.06041666666667,232.125,65.5833333333333,NA,180.083333333333,12.26875,17.1,7.8,0,182,93397,1.94867072818185,NA,NA,NA,10.27,42.27,58.14,NA,11.83,NA,NA
2013-03-13,2.37291666666667,270.916666666667,85.125,NA,17.0833333333333,6.38958333333333,9.7,4,34.8,183,86540,2.11462907326092,NA,NA,NA,4.29,23.54,30,NA,11.75,NA,NA
2013-03-14,3.65208333333333,312.708333333333,37.3958333333333,NA,233.020833333333,8.31666666666667,13.7,3.4,0,177,90756,1.95028427872537,NA,NA,NA,6.38,31.21,40.67,NA,14.25,NA,NA
2013-03-15,2.95416666666667,234.583333333333,47.6041666666667,NA,234.041666666667,8.52708333333333,12.8,4.1,0,71,44066,1.61121953433486,NA,NA,NA,8.04,41.04,53.21,NA,23.88,NA,NA
2013-03-16,3.90416666666667,257.270833333333,72.9583333333333,NA,163.166666666667,9.65833333333333,15.2,3.6,0,73,30541,2.39022952752038,NA,NA,NA,3.88,27.04,32.29,NA,21,NA,NA
2013-03-17,1.54375,243.4375,88.4375,NA,79.4375,11.325,14.5,8.8,1.2,287,132225,2.17054263565891,NA,NA,NA,4.71,29.38,36.17,NA,13,NA,NA
2013-03-18,4.39791666666667,277.416666666667,59.5208333333333,NA,242.104166666667,12.2125,16.6,7.7,0.8,209,98700,2.11752786220871,NA,NA,NA,27.96,58,100.46,NA,25,NA,NA
2013-03-19,2.6,219.3125,70.2083333333333,NA,232.5625,10.375,15.6,5.3,0,163,89383,1.8236129912847,NA,NA,NA,7.04,38,48.71,NA,15.46,NA,NA
2013-03-20,3.36666666666667,273.333333333333,78.9375,NA,197.270833333333,11.28125,15.6,6,1.5,175,83570,2.09405288979299,NA,NA,NA,19.92,53.88,84,NA,24.04,NA,NA
2013-03-21,3.49375,260.979166666667,76.6666666666667,NA,226.208333333333,11.1770833333333,16.4,5.9,0,169,84925,1.98999116867825,NA,NA,NA,7.42,41.54,52.46,NA,24.5,NA,NA
2013-03-22,2.98333333333333,267.5,82.0833333333333,NA,218.520833333333,11.7770833333333,17.2,7.4,0,69,36699,1.88016022234938,NA,NA,NA,3.46,40.33,45.5,NA,24.46,NA,NA
2013-03-23,2.10625,199.541666666667,84.9791666666667,NA,156,12.2,16,8.6,0,39,18876,2.06611570247934,NA,NA,NA,3.96,26.58,31.83,NA,21.67,NA,NA
2013-03-24,2.10833333333333,256.020833333333,86.4791666666667,NA,152.416666666667,12.2729166666667,17,9.2,12.9,230,100518,2.2881473964862,NA,NA,NA,4.83,27.88,35.04,NA,14.58,NA,NA
2013-03-25,3.56041666666667,291.833333333333,68.2083333333333,NA,231.041666666667,13.9125,20.2,8.1,0.2,183,86426,2.11741836947215,NA,NA,NA,4.71,24.04,30.96,NA,12.88,NA,NA
2013-03-26,2.80416666666667,170.458333333333,75.9375,NA,181.395833333333,13.5958333333333,16.7,10,0,165,70369,2.34478250365928,NA,NA,NA,3.36,25.91,30.91,NA,15.42,NA,NA
2013-03-27,2.37916666666667,125.854166666667,85.3958333333333,NA,165.083333333333,13.0791666666667,15.8,11.1,0.5,146,75301,1.93888527376794,NA,NA,NA,4.46,28.21,34.58,NA,20.54,NA,NA
2013-03-28,3.26875,219.145833333333,81.8541666666667,NA,195.916666666667,14.6895833333333,18.1,12.2,0,39,27124,1.43784102639729,NA,NA,NA,2.88,21.83,25.88,NA,16.21,NA,NA
2013-03-29,2.54375,263.625,78.3333333333333,NA,129.104166666667,15.4375,21.1,11.2,0.8,58,32081,1.80792369315171,NA,NA,NA,1.83,14.58,16.92,NA,11.58,NA,NA
2013-03-30,4.47708333333333,265.541666666667,61.0833333333333,NA,182.208333333333,16.0166666666667,21.2,11.8,0,43,28126,1.52883453032781,NA,NA,NA,2.95,14.91,18.91,NA,13.14,NA,NA
2013-03-31,2.85416666666667,191.3125,65.25,NA,241.354166666667,13.3458333333333,17.4,9.4,0,48,31281,1.53447779802436,NA,NA,NA,2.12,20.04,22.96,NA,13.21,NA,NA
2013-04-01,2.60833333333333,242.354166666667,80.7083333333333,NA,122.958333333333,12.8041666666667,20.7,7.3,1.1,214,96187,2.2248328776238,NA,NA,NA,3.07,21.07,25.4,NA,9.33,NA,NA
2013-04-02,2.86875,266.5,67.6458333333333,NA,240.770833333333,13.1229166666667,20.7,6.7,0,195,96816,2.01412989588498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-03,2.84583333333333,209.479166666667,77.7916666666667,NA,219.729166666667,12.2416666666667,16.3,7.4,0,156,72151,2.16213219497997,NA,NA,NA,2.67,32.58,36.5,NA,22.92,NA,NA
2013-04-04,2.1875,192.6875,81.375,NA,89.9791666666667,12.9770833333333,15.8,11.5,0,128,62158,2.05926831622639,NA,NA,NA,4.46,34.33,40.79,NA,15.33,NA,NA
2013-04-05,2.68958333333333,264.041666666667,79.5,NA,48.625,9.55833333333333,11.8,7.6,6.7,59,33335,1.76991150442478,NA,NA,NA,2.83,19.42,23.58,NA,8.62,NA,NA
2013-04-06,2.36458333333333,246.166666666667,68.4166666666667,NA,232.6875,9.55208333333333,13.7,6.2,0,33,15793,2.08953333755461,NA,NA,NA,3.62,23,28.38,NA,16.5,NA,NA
2013-04-07,4.58333333333333,270.520833333333,62.8333333333333,NA,253.4375,11.2375,15.3,7.3,0,257,123005,2.08934596154628,NA,NA,NA,22.36,42,75.64,NA,22.04,NA,NA
2013-04-08,3.31875,241.625,70.3958333333333,NA,197.3125,12.4958333333333,19.5,6.6,0,192,87928,2.18360476753708,NA,NA,NA,31.04,43.04,90.12,NA,26.96,NA,NA
2013-04-09,4.52291666666667,227.291666666667,66.3125,NA,264.416666666667,13.8479166666667,20.1,6.3,0,185,88956,2.0796798417195,NA,NA,NA,12.04,37.88,55.79,NA,21.75,NA,NA
2013-04-10,3.06666666666667,224.145833333333,69.625,NA,246.145833333333,15.19375,19.2,11.5,0,150,77604,1.93289005721355,NA,NA,NA,19.14,38.14,66.95,NA,30.04,NA,NA
2013-04-11,4.69375,244.770833333333,72.875,NA,254.4375,16.31875,20.8,10.1,0,166,82783,2.00524262227752,NA,NA,NA,6.75,28.88,38.88,NA,25.88,NA,NA
2013-04-12,3.18125,223.375,60.5625,NA,287.395833333333,16.1104166666667,23.7,9.5,0,20,13162,1.51952590791673,NA,NA,NA,4.75,29.42,36.42,NA,17.46,NA,NA
2013-04-13,2.28125,213,70.3958333333333,NA,291,14.69375,19.7,8.9,0,43,27802,1.54665132004892,NA,NA,NA,12.25,52.71,70.75,NA,22.58,NA,NA
2013-04-14,2.3,230.604166666667,68.1041666666667,NA,299.125,15.0958333333333,21.6,9.9,0,218,101140,2.1554281194384,NA,NA,NA,27.75,71.71,113.88,NA,31.21,NA,NA
2013-04-15,2.15833333333333,239.375,68.6666666666667,NA,271.958333333333,15.6458333333333,21.2,10.1,0,158,68614,2.30273705074766,NA,NA,NA,31.83,70,118.12,NA,33.04,NA,NA
2013-04-16,1.91666666666667,243.5625,64.375,NA,265.3125,16.24375,22.6,9.2,0,161,79096,2.03550116314352,NA,NA,NA,34,69.04,120.67,NA,36.58,NA,NA
2013-04-17,2.51458333333333,247.833333333333,59.8125,NA,290.1875,17.1770833333333,23.4,9.1,0,171,78618,2.17507441044036,NA,NA,NA,16.92,45.17,70.62,NA,28.62,NA,NA
2013-04-18,2.62291666666667,208.208333333333,74.9791666666667,NA,296.479166666667,14.80625,19.4,9.8,0,141,64125,2.19883040935673,NA,NA,NA,10.92,42,58.33,NA,29,NA,NA
2013-04-19,3.09375,265.0625,73.3125,NA,191.916666666667,14.8104166666667,21,8.5,0,57,30448,1.87204414083027,NA,NA,NA,4.67,17.54,24.38,NA,24.17,NA,NA
2013-04-20,4.28125,260.1875,60.8958333333333,NA,311.5625,13.7354166666667,19.7,8,0,32,18321,1.74662955078871,NA,NA,NA,4.17,13.46,19.58,NA,20.04,NA,NA
2013-04-21,2.89166666666667,215.458333333333,70.7708333333333,NA,270.770833333333,13.1541666666667,17.4,8.5,0,264,120392,2.19283673333776,NA,NA,NA,5.71,26.92,35.29,NA,22.71,NA,NA
2013-04-22,2.80625,248.020833333333,71.2083333333333,NA,277.166666666667,13.6166666666667,18.6,8.9,0,151,76269,1.97983453303439,NA,NA,NA,7.38,31.67,42.96,NA,23,NA,NA
2013-04-23,2.61666666666667,212.979166666667,67.4166666666667,NA,295.166666666667,13.86875,19.2,9.2,0,161,73501,2.19044638848451,NA,NA,NA,3.86,30.27,36,NA,20.5,NA,NA
2013-04-24,4.23958333333333,144.458333333333,60.4583333333333,NA,309.916666666667,15.29375,18.6,8,0,170,81119,2.09568658390759,NA,NA,NA,2.58,26.67,30.33,NA,24.38,NA,NA
2013-04-25,4.87291666666667,58.8541666666667,67.75,NA,50.5833333333333,16.6583333333333,19.3,14,14.9,151,66657,2.26532847262853,NA,NA,NA,2.83,25.79,29.75,NA,28,NA,NA
2013-04-26,3.23541666666667,98.6458333333333,74.5208333333333,NA,117.666666666667,16.4604166666667,18.8,13.9,1.7,50,30686,1.62940754741576,NA,NA,NA,3.21,19.54,24.17,NA,8.17,NA,NA
2013-04-27,2.675,214.4375,91.75,NA,69.7708333333333,11.45,13.9,9.5,18.6,25,14264,1.75266404935502,NA,NA,NA,3.96,28.04,33.75,NA,8.38,NA,NA
2013-04-28,2.20833333333333,268.3125,87.2916666666667,NA,38.4791666666667,9.53541666666667,11.6,7.5,12.9,204,91506,2.22936200904859,NA,NA,NA,3.75,35.75,41.12,NA,16.04,NA,NA
2013-04-29,3.30416666666667,214.9375,90.0833333333333,NA,42.3125,12.7875,16.2,9.7,16,186,89811,2.07101579984634,NA,NA,NA,5.17,25.46,33.17,NA,14.17,NA,NA
2013-04-30,3.46875,242.104166666667,82.4583333333333,NA,271.75,13.9541666666667,17.8,9.9,3.9,50,35732,1.39930594425165,NA,NA,NA,2.12,22.04,25,NA,15.46,NA,NA
2013-05-01,3.0625,256.270833333333,76.4375,NA,323.8125,13.7791666666667,18.8,9.2,0,209,105522,1.98062963173556,NA,NA,NA,4.46,34.29,40.62,NA,18.67,NA,NA
2013-05-02,2.49166666666667,223.333333333333,77.8958333333333,NA,302.604166666667,13.7833333333333,18.2,8.6,0,151,74477,2.02747156840367,NA,NA,NA,2.96,23,27.12,NA,12.55,NA,NA
2013-05-03,3.47083333333333,266.416666666667,69.4375,NA,324.020833333333,14.9833333333333,19.3,10.5,0,62,31291,1.98140040267169,NA,NA,NA,3.25,30.83,35.62,NA,16.58,NA,NA
2013-05-04,3.17708333333333,256.270833333333,74.2291666666667,NA,286.645833333333,15.4875,20.8,10.2,0.7,54,38848,1.39003294892916,NA,NA,NA,2.75,21.46,24.88,NA,14.88,NA,NA
2013-05-05,3.18541666666667,246.979166666667,79.4583333333333,NA,317.375,15.8729166666667,20.8,10.9,0,250,101220,2.46986761509583,NA,NA,NA,7,35.04,45.33,NA,25.71,NA,NA
2013-05-06,3.72083333333333,235.645833333333,79.6041666666667,NA,322.5,16.2916666666667,21.2,11.7,0,236,124363,1.89767052901586,NA,NA,NA,10.96,41.21,57.5,NA,27.88,NA,NA
2013-05-07,2.58541666666667,185.645833333333,78.3958333333333,NA,255.416666666667,18.1416666666667,25.2,13.4,0,177,87702,2.01819798864336,NA,NA,NA,19.92,71.25,101.25,NA,38.96,NA,NA
2013-05-08,2.08541666666667,200.208333333333,69.0416666666667,NA,236.958333333333,19.2770833333333,23.8,14.2,0,157,73086,2.14815422926415,NA,NA,NA,6.32,29.64,38.86,NA,16.42,NA,NA
2013-05-09,1.825,186.8125,79.4791666666667,NA,238.729166666667,18.625,23.2,14,0,185,92529,1.99937316949281,NA,NA,NA,3.88,14.79,20.46,NA,20.79,NA,NA
2013-05-10,3.02708333333333,185.770833333333,81.0416666666667,NA,126.4375,17.5208333333333,19.6,15.4,0,35,19384,1.80561287659926,NA,NA,NA,1.79,5.25,7.25,NA,19,NA,NA
2013-05-11,3.12708333333333,206.125,79.375,NA,288.25,17.0208333333333,21,11.8,0.1,42,24454,1.71751042774188,NA,NA,NA,2.38,3.62,5.71,NA,21.38,NA,NA
2013-05-12,2.91041666666667,186.020833333333,74.75,NA,249.3125,16.1604166666667,19.4,11.1,0,222,103290,2.14928841126924,NA,NA,NA,3.92,16.58,22.29,NA,22.71,NA,NA
2013-05-13,3.36458333333333,256.1875,77.5,NA,305.833333333333,15.98125,20.8,11,0,171,78467,2.1792600711127,NA,NA,NA,5.17,24.17,31.5,NA,25.08,NA,NA
2013-05-14,1.87708333333333,253.75,86.8333333333333,NA,103.1875,15.8333333333333,19.3,11.9,0.4,158,67263,2.34898829965955,NA,NA,NA,6.75,22.83,32.88,NA,18.42,NA,NA
2013-05-15,2.46041666666667,215.3125,87,NA,111.979166666667,15.25625,19.9,11.5,32,143,73003,1.95882360998863,NA,NA,NA,4.75,12.21,19.21,NA,11.78,NA,NA
2013-05-16,2.81875,241.354166666667,75.9583333333333,NA,201.25,13.0291666666667,16.8,9.7,1.8,194,89978,2.15608259796839,NA,NA,NA,8.79,20.88,34.08,NA,16.71,NA,NA
2013-05-17,2.68958333333333,207.875,74.2083333333333,NA,310.854166666667,14.9833333333333,19.3,8.2,0.7,51,20802,2.45168733775599,NA,NA,NA,3.46,6.29,10.58,NA,13.71,NA,NA
2013-05-18,3.57916666666667,266.625,69.6041666666667,NA,217.145833333333,14.8333333333333,18,12,3.1,44,22105,1.99049988690342,NA,NA,NA,3.58,8.04,11.79,NA,11.25,NA,NA
2013-05-19,2.30625,258.604166666667,74.6458333333333,NA,199.145833333333,13.66875,19.7,7.8,10.1,54,27675,1.95121951219512,NA,NA,NA,2.25,8.08,10.67,NA,12.25,NA,NA
2013-05-20,2.52083333333333,228.979166666667,82.75,NA,178.875,13.3916666666667,16.8,10.5,10,233,112294,2.07491050278733,NA,NA,NA,4.92,15.42,22.46,NA,15.92,NA,NA
2013-05-21,2.48541666666667,241.1875,74.8958333333333,NA,310.541666666667,14.4208333333333,19.3,9.7,0,187,79996,2.33761688084404,NA,NA,NA,4.46,11.08,17.21,NA,16.75,NA,NA
2013-05-22,3.34791666666667,246.354166666667,65.0208333333333,NA,338.083333333333,18.2958333333333,27.3,13,0,170,84612,2.00917127594195,NA,NA,NA,4.58,8.92,15.42,NA,22.71,NA,NA
2013-05-23,4.33125,275.375,61.3125,NA,339.479166666667,17.6520833333333,22.4,12.4,0,175,80103,2.18468721521042,NA,NA,NA,4.38,6.38,12.21,NA,24.92,NA,NA
2013-05-24,4.01458333333333,220.6875,64,NA,337.8125,14.6479166666667,18.4,10.2,0,65,30444,2.13506766522139,NA,NA,NA,2.79,3.46,6.12,NA,18.5,NA,NA
2013-05-25,3.48125,195.5625,65.3125,NA,325.833333333333,14.1416666666667,18.5,7.9,0,46,32801,1.40239626840645,NA,NA,NA,3.25,9.29,13,NA,18.17,NA,NA
2013-05-26,2.89791666666667,230.479166666667,80.3125,NA,211.770833333333,14.5083333333333,19.1,9.5,0.5,263,109963,2.39171357638478,NA,NA,NA,3.81,13.76,18.9,NA,22.33,NA,NA
2013-05-27,1.98541666666667,226.604166666667,80.5416666666667,NA,273.666666666667,15.5479166666667,20,10.4,0,156,74579,2.09174164308988,NA,NA,NA,5.79,15.83,24.29,NA,21.5,NA,NA
2013-05-28,3.42916666666667,223.104166666667,78.9375,NA,194.666666666667,14.975,21,10.2,0,211,92991,2.26903678850641,NA,NA,NA,5,6.75,13.25,NA,18.79,NA,NA
2013-05-29,3.78333333333333,241.770833333333,58.9583333333333,NA,342.333333333333,15.2979166666667,21.3,9.4,0,137,68464,2.00105164758121,NA,NA,NA,6.04,12.96,21.92,NA,18.33,NA,NA
2013-05-30,2.72916666666667,265.208333333333,60.0416666666667,NA,279.041666666667,15.6145833333333,21.4,9.2,0,147,69079,2.1279983786679,NA,NA,NA,4.09,20.55,25.77,NA,21.29,NA,NA
2013-05-31,2.5875,230.083333333333,62.875,NA,247.541666666667,16.3416666666667,21,12.6,0,64,29530,2.16728750423298,NA,NA,NA,3.54,24.79,29.75,NA,23.25,NA,NA
2013-06-01,3.31875,242.5,50.0416666666667,NA,341.354166666667,20.6229166666667,28.8,12.5,0,28,21374,1.31000280714887,NA,NA,NA,3.67,20.67,26,NA,18.08,NA,NA
2013-06-02,3.60208333333333,250.875,61.2083333333333,NA,334.104166666667,18.66875,23.5,13,0,217,90760,2.39092111062142,NA,NA,NA,4.58,29.04,35.79,NA,23.33,NA,NA
2013-06-03,2.7875,219.375,73.4166666666667,NA,349.604166666667,17.6916666666667,22.3,12.8,0,186,96465,1.92816047271031,NA,NA,NA,5.75,30.71,39.08,NA,22.88,NA,NA
2013-06-04,3.38541666666667,247.145833333333,75.1875,NA,338.4375,17.6645833333333,22.3,12.6,0,182,99222,1.83427062546613,NA,NA,NA,5.42,35.96,43.88,NA,19.33,NA,NA
2013-06-05,2.21666666666667,236.6875,71.3125,NA,296.895833333333,17.9958333333333,24.3,12.3,0,157,83242,1.88606712957401,NA,NA,NA,6.71,42.67,52.42,NA,23.76,NA,NA
2013-06-06,2.16666666666667,215.479166666667,71.6666666666667,NA,337.854166666667,18.64375,23.6,13.6,0,137,63971,2.14159541042035,NA,NA,NA,8.5,35.92,48.71,NA,24.33,NA,NA
2013-06-07,2.3375,239,77.0416666666667,NA,284.916666666667,19.2541666666667,23.6,14.3,0,50,31059,1.60983933803406,NA,NA,NA,4.08,22.29,28.17,NA,15.38,NA,NA
2013-06-08,2.88333333333333,239.104166666667,79.8333333333333,NA,275.770833333333,17.80625,21.5,12.6,15.5,64,30094,2.12666976806008,NA,NA,NA,4.5,19.92,26.62,NA,14.88,NA,NA
2013-06-09,3.63541666666667,253.270833333333,73.8541666666667,NA,214.083333333333,17.9104166666667,22.1,13.1,0.1,222,106565,2.08323558391592,NA,NA,NA,4.83,23.46,30.38,NA,15.21,NA,NA
2013-06-10,3.04375,224.083333333333,72.3958333333333,NA,343.875,19.0770833333333,23.7,13.3,0,185,92839,1.99269703465139,NA,NA,NA,10.92,48.12,64.5,NA,26.46,NA,NA
2013-06-11,1.95,214.208333333333,80.2291666666667,NA,307.875,19.59375,23.9,14.6,0,166,84756,1.95856340554061,NA,NA,NA,14.29,48.71,70.25,NA,28.54,NA,NA
2013-06-12,2.77916666666667,244.604166666667,72.7083333333333,NA,348,21.3270833333333,25.5,16.8,0,167,87303,1.91287813706287,NA,NA,NA,7.17,43.04,53.62,NA,26.96,NA,NA
2013-06-13,2.93333333333333,221.520833333333,62.8125,NA,339.541666666667,22.725,28.5,16.7,0,158,68232,2.31562903036698,NA,NA,NA,6.58,25.92,35.71,NA,20.33,NA,NA
2013-06-14,3.175,223.145833333333,73.2291666666667,NA,344.041666666667,22,26,17.4,0,43,23116,1.8601834227375,NA,NA,NA,9.75,41.71,56.46,NA,22.92,NA,NA
2013-06-15,2.23125,229.9375,64.7083333333333,NA,332.604166666667,22.675,28.2,16.5,0,53,33573,1.57864951002293,NA,NA,NA,8.79,37.62,50.58,NA,23.58,NA,NA
2013-06-16,2.44583333333333,193.916666666667,58.6041666666667,NA,341.854166666667,23.25,28.8,17.2,0,177,85886,2.0608713876534,NA,NA,NA,3,19.04,23.67,NA,34.04,NA,NA
2013-06-17,4.0875,105.583333333333,74.7291666666667,NA,287.9375,22.5958333333333,26.3,17.4,0,156,74828,2.08478109798471,NA,NA,NA,3.58,19.25,24.5,NA,48.71,NA,NA
2013-06-18,3.78541666666667,85.6875,82.4166666666667,NA,121.770833333333,21.9020833333333,24.1,20.2,0.5,164,81090,2.02244419780491,NA,NA,NA,5.62,18.88,27.21,NA,23.54,NA,NA
2013-06-19,4.06666666666667,260.395833333333,62.1666666666667,NA,346.791666666667,21.3625,26.1,17.3,0,130,78523,1.65556588515467,NA,NA,NA,6,24,30.45,NA,20.42,NA,NA
2013-06-20,3.7875,246.395833333333,61.1041666666667,NA,313.458333333333,20.575,25,15.4,0,146,83113,1.75664456823842,NA,NA,NA,5.88,26.75,35.5,NA,21.5,NA,NA
2013-06-21,2.97708333333333,188.041666666667,72.3958333333333,NA,318.666666666667,20.9416666666667,25.6,16.1,12.3,59,30241,1.95099368407129,NA,NA,NA,4.04,16.08,21.92,NA,15.96,NA,NA
2013-06-22,3.18541666666667,245.4375,75.4166666666667,NA,331.375,20.5458333333333,24.8,16,0.1,27,18549,1.45560407569141,NA,NA,NA,5.71,24.79,32.71,NA,50,NA,NA
2013-06-23,2.79791666666667,188.604166666667,76.8541666666667,NA,168.3125,20.35,24.4,15.1,0,15,6984,2.14776632302406,NA,NA,NA,3.88,9.12,14.71,NA,35.04,NA,NA
2013-06-24,3.51041666666667,225.041666666667,63.2291666666667,NA,275.333333333333,19.2708333333333,22.4,15.2,0,224,103946,2.15496507802128,NA,NA,NA,4.5,15.08,21.42,NA,28.79,NA,NA
2013-06-25,2.51041666666667,223.875,72.0833333333333,NA,320.6875,19.9583333333333,24.5,14.8,0.1,147,73464,2.00098007187194,NA,NA,NA,2.73,13.25,25.26,NA,30.17,NA,NA
2013-06-26,2.71666666666667,239.895833333333,71.2916666666667,NA,295.020833333333,20.5083333333333,25.5,15.3,0.1,154,68749,2.24003258229211,NA,NA,NA,4.46,21.58,27.96,NA,28.21,NA,NA
2013-06-27,2.97083333333333,226.708333333333,73.8125,NA,318.395833333333,20.59375,25.5,15.3,0,124,68457,1.81135603371459,NA,NA,NA,4.62,25.96,32.58,NA,30.12,NA,NA
2013-06-28,3.39791666666667,250.020833333333,72.75,NA,290.291666666667,21.2270833333333,25.4,16.6,0,42,19249,2.18193152891059,NA,NA,NA,3.42,22,26.83,NA,28.46,NA,NA
2013-06-29,3.23958333333333,247.208333333333,73.4583333333333,NA,336.0625,21.6145833333333,26.7,15.9,0,34,23594,1.44104433330508,NA,NA,NA,1.33,16.92,13.46,NA,24.62,NA,NA
2013-06-30,2.54583333333333,229.375,77.8541666666667,NA,245.583333333333,21.3875,26.1,16.1,0,131,69024,1.89789058878071,NA,NA,NA,3.58,30.79,32.38,NA,20.75,NA,NA
2013-07-01,2.96458333333333,164.104166666667,67.2916666666667,NA,344.708333333333,22.2166666666667,26.3,17.6,0,139,65373,2.12626007679011,NA,NA,NA,1.71,19.42,18.17,NA,18.79,NA,NA
2013-07-02,2.175,134.25,76.7083333333333,NA,305.979166666667,21.65625,25.5,17.2,0,142,74641,1.902439677925,NA,NA,NA,3.61,22.91,26.61,NA,23.25,NA,NA
2013-07-03,2.27083333333333,199.3125,78.6875,NA,294.104166666667,22.2833333333333,26.3,16.8,0,131,71239,1.83888038855121,NA,NA,NA,3.46,18.88,24,NA,25.46,NA,NA
2013-07-04,2.54166666666667,227.791666666667,79.0416666666667,NA,294.604166666667,23.0604166666667,27.1,19.5,0,126,65366,1.92760762475905,NA,NA,NA,14,31.79,52.83,NA,27.83,NA,NA
2013-07-05,2.45,230.8125,78.3958333333333,NA,340.458333333333,23.54375,27.9,18.4,0,56,27978,2.00157266423619,NA,NA,NA,5.17,31.38,38.71,NA,25.96,NA,NA
2013-07-06,2.72083333333333,209.645833333333,68.2708333333333,NA,346.1875,24.8520833333333,29,20.2,0,36,23384,1.53951419774205,NA,NA,NA,5.04,38.79,46.04,NA,27.62,NA,NA
2013-07-07,2.57708333333333,232.458333333333,61.3541666666667,NA,338.895833333333,25.5625,30.9,19.8,0,173,79868,2.16607402213653,NA,NA,NA,3.5,42.04,46.67,NA,26.21,NA,NA
2013-07-08,2.78333333333333,195.979166666667,58.7291666666667,NA,306.354166666667,24.9625,28.6,20.8,0,119,59467,2.00110985924967,NA,NA,NA,8.88,52.12,65.21,NA,31.58,NA,NA
2013-07-09,2.44583333333333,242.6875,62,NA,328.604166666667,24.9520833333333,30.5,19.6,0,104,56924,1.82699740004216,NA,NA,NA,3.08,27.67,32.12,NA,28.83,NA,NA
2013-07-10,3.16875,245.416666666667,70.75,NA,325.833333333333,24.7875,29.3,19,0,112,60706,1.84495766481073,NA,NA,NA,3.46,34.5,39.46,NA,27.5,NA,NA
2013-07-11,2.275,250.0625,77.3333333333333,NA,226.75,23.6645833333333,28.3,20.3,1.4,115,63592,1.80840357277645,NA,NA,NA,5.5,35.38,43.54,NA,27,NA,NA
2013-07-12,2.87291666666667,247.208333333333,71.6875,NA,333.729166666667,24.8895833333333,30.4,19.4,0,46,25066,1.83515519029761,NA,NA,NA,2.21,20.21,23.33,NA,22.92,NA,NA
2013-07-13,2.87916666666667,255.791666666667,67.5208333333333,NA,298.333333333333,25.3833333333333,30.6,20.5,0,28,20985,1.33428639504408,NA,NA,NA,1.71,19.92,22,NA,23.5,NA,NA
2013-07-14,2.54375,227.395833333333,57.4166666666667,NA,320.083333333333,25.6083333333333,30.3,20.2,0,147,72032,2.04075966237228,NA,NA,NA,3.13,25.39,29.7,NA,23.21,NA,NA
2013-07-15,3.34791666666667,245.041666666667,60.7916666666667,NA,330.375,25.8020833333333,31.8,20.7,0,135,72368,1.86546539907141,NA,NA,NA,3.54,23.12,28.21,NA,33.33,NA,NA
2013-07-16,3.50208333333333,238.708333333333,68.1666666666667,NA,332.104166666667,26.1020833333333,32.3,20.3,0,108,60978,1.77113057168159,NA,NA,NA,4.58,29.67,36.29,NA,35.54,NA,NA
2013-07-17,2.31458333333333,210.25,70,NA,298.229166666667,26.2229166666667,31.1,20.9,0,94,55301,1.69978843058896,NA,NA,NA,2.25,20.17,23.12,NA,23.32,NA,NA
2013-07-18,3,249.75,74.125,NA,292.895833333333,24.64375,30.4,20,11.5,116,47641,2.43487752146261,NA,NA,NA,4.46,35.04,41.08,NA,28.92,NA,NA
2013-07-19,2.65208333333333,238.729166666667,73.8125,NA,270.625,24.8020833333333,30,20.2,0,35,23369,1.49771064230391,NA,NA,NA,2.08,25.21,27.67,NA,23.08,NA,NA
2013-07-20,2.45416666666667,209.958333333333,67.7083333333333,NA,314.770833333333,25.34375,29.6,21,0,43,23734,1.81174686104323,NA,NA,NA,2.42,22.42,25.5,NA,23.17,NA,NA
2013-07-21,2.5125,202.75,72.4166666666667,NA,314.645833333333,24.8104166666667,29.4,20.4,0,143,63714,2.24440468342907,NA,NA,NA,6,36.92,45.29,NA,28.08,NA,NA
2013-07-22,2.38333333333333,236.791666666667,68.625,NA,289.375,25.2854166666667,30.3,19.8,0,119,64246,1.85225539333188,NA,NA,NA,2,24.21,26.42,NA,26.29,NA,NA
2013-07-23,3.47083333333333,255.104166666667,73.3125,NA,307.375,25.5229166666667,30.7,19.6,0,136,79707,1.70624913746597,NA,NA,NA,2.75,21.58,24.92,NA,24.96,NA,NA
2013-07-24,3.53333333333333,256.645833333333,68.5416666666667,NA,301.145833333333,25.9229166666667,30.9,19.1,0,115,65078,1.76711023694643,NA,NA,NA,2.58,18.96,22.42,NA,23.83,NA,NA
